,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,WDS(code),pmag,prot,origin
493,HD221613,Gaia DR3 1924124427825883904,HD221613,HIP116259,GJ9830,TIC176640151,-,-,J23334+4251AB,G0,SB*,353.3503,42.8466,23334+4251,,17.7,THE_stellar(RHK+Mamajek)
495,6And,Gaia DR3 1931708859034495488,HD218804,HIP114430,-,TIC455817128,-,6And,-,F5V,SB*,347.6135,43.544,-,,2.8,THE_stellar(RHK+Mamajek)
495,6And,Gaia DR3 1931708859034495488,HD218804,HIP114430,-,TIC455817128,-,6And,-,F5V,SB*,347.6135,43.544,-,,2.2,THE_VSINI
496,HD218868,Gaia DR3 1935133906477014016,HD218868,HIP114456,-,TIC455819325,-,-,J23108+4531A,G8V,PM*,347.7086,45.5123,23108+4531,,23.0,THE_stellar(RHK+Mamajek)
497,HD220182,Gaia DR3 1937003729077791616,HD220182,HIP115331,GJ894.4+GJ9823,TIC173925925,-,-,-,G9V,BY*,350.4021,44.0979,-,,9.0,THE_stellar(RHK+Mamajek)
499,HD219306,Gaia DR3 1937681165678188928,HD219306,HIP114729,-,TIC173611213,-,-,-,F5,PM*,348.6084,43.6981,-,,13.6,THE_stellar(RHK+Mamajek)
500,HD222143,Gaia DR3 1939093660163197312,HD222143,HIP116613,GJ4351,TIC176791985,-,-,-,G2,BY*,354.4937,46.1994,-,,10.2,THE_stellar(RHK+Mamajek)
502,HD218949,Gaia DR3 1942205346789877632,HD218949,HIP114512,-,TIC173464265,-,-,-,G5,PM*,347.9114,47.0987,-,,17.0,THE_stellar(RHK+Mamajek)
503,HD218739,Gaia DR3 1942533104334263552,HD218739,HIP114385,-,TIC173418717,-,-,J23100+4758A,G1V,PM*,347.4953,47.9594,23100+4758,,6.67,THE_VSINI
503,HD218739,Gaia DR3 1942533104334263552,HD218739,HIP114385,-,TIC173418717,-,-,J23100+4758A,G1V,PM*,347.4953,47.9594,23100+4758,,6.4,THE_stellar(RHK+Mamajek)
504,HD222155,Gaia DR3 1943363751009454976,HD222155,HIP116616,-,TIC26370518,-,-,-,G0,PM*,354.5013,48.9965,-,,17.0,THE_stellar(RHK+Mamajek)
505,HD212107,Gaia DR3 1962417840846148864,HD212107,HIP110339,-,TIC199600136,-,-,-,F5,PM*,335.2144,46.0622,-,,6.1,THE_stellar(RHK+Mamajek)
506,HD203454,Gaia DR3 1965602679357877504,HD203454,HIP105406,-,TIC373445744,-,-,-,F8V,SB*,320.2559,40.345,-,,1.6,THE_stellar(RHK+Mamajek)
506,HD203454,Gaia DR3 1965602679357877504,HD203454,HIP105406,-,TIC373445744,-,-,-,F8V,SB*,320.2559,40.345,-,,2.71,THE_VSINI
507,HD210731,Gaia DR3 1975429427091671808,HD210731,-,-,TIC455681786,-,-,-,F8,*,332.8383,47.1479,-,,10.0,THE_stellar(RHK+Mamajek)
508,HD209203,Gaia DR3 1981577552520559616,HD209203,HIP108602,-,TIC469798614,-,-,-,F8,*,330.0094,54.1076,-,,5.7,THE_stellar(RHK+Mamajek)
509,HD214557,Gaia DR3 1983331651514526336,HD214557,HIP111748,-,TIC200607569,-,-,-,F8,PM*,339.5485,45.8278,-,,13.8,THE_stellar(RHK+Mamajek)
510,HD216275,Gaia DR3 1990119967591008384,HD216275,HIP112812,-,TIC67069964,-,-,-,G0,PM*,342.6931,52.0614,-,,15.3,THE_stellar(RHK+Mamajek)
512,HD223788,Gaia DR3 1993638920193452160,HD223788,HIP117733,-,TIC65275623,-,-,J23506+5412C,F5,*,358.1653,54.2688,23506+5412,,7.4,THE_stellar(RHK+Mamajek)
512,HD223788,Gaia DR3 1993638920193452160,HD223788,HIP117733,-,TIC65275623,-,-,J23506+5412C,F5,*,358.1653,54.2688,23506+5412,,5.92,THE_VSINI
513,HD219623,Gaia DR3 1995681125599758592,HD219623,HIP114924,GJ4324,TIC24467943,-,-,J23167+5313A,F8V,PM*,349.1763,53.2135,23167+5313,,10.9,THE_stellar(RHK+Mamajek)
513,HD219623,Gaia DR3 1995681125599758592,HD219623,HIP114924,GJ4324,TIC24467943,-,-,J23167+5313A,F8V,PM*,349.1763,53.2135,23167+5313,,1.71,THE_VSINI
514,HD222794,Gaia DR3 1999127682240390528,HD222794,HIP117029,-,TIC345518694,-,-,J23435+5805A,G2V,**,355.8627,58.0803,23435+5805,,22.1,THE_stellar(RHK+Mamajek)
515,HD212106,Gaia DR3 2005068755894548096,HD212106,HIP110309,-,TIC422008981,-,-,-,F5V,PM*,335.1452,54.8418,-,,9.8,THE_stellar(RHK+Mamajek)
516,HD211472,Gaia DR3 2005798350576886144,HD211472,HIP109926,GJ4268,TIC330736514,-,-,J22159+5440A,K1V,BY*,333.9756,54.6729,22159+5440,,6.2,THE_stellar(RHK+Mamajek)
518,HD219134,Gaia DR3 2009481748875806976,HD219134,HIP114622,GJ892,TIC283722336,-,-,J23133+5710A,K3V,PM*,348.3207,57.1684,23133+5710,,45.6,THE_stellar(RHK+Mamajek)
518,HD219134,Gaia DR3 2009481748875806976,HD219134,HIP114622,GJ892,TIC283722336,-,-,J23133+5710A,K3V,PM*,348.3207,57.1684,23133+5710,13.3,42.0,THE_rotation_periods
518,HD219134,Gaia DR3 2009481748875806976,HD219134,HIP114622,GJ892,TIC283722336,-,-,J23133+5710A,K3V,PM*,348.3207,57.1684,23133+5710,13.0,40.5,THE_YARARA
519,HD221354,Gaia DR3 2011251030583236352,HD221354,HIP116085,GJ895.4,TIC444314028,-,-,-,K0V,PM*,352.8425,59.1655,-,,37.3,THE_stellar(RHK+Mamajek)
519,HD221354,Gaia DR3 2011251030583236352,HD221354,HIP116085,GJ895.4,TIC444314028,-,-,-,K0V,PM*,352.8425,59.1655,-,18.8,,THE_rotation_periods
520,HD184385,Gaia DR3 2018474482692959232,HD184385,HIP96183,GJ762.2,TIC373071009,-,-,J19334+2150A,G8V,PM*,293.3565,21.8403,19334+2150,,13.1,THE_stellar(RHK+Mamajek)
523,HD187462,Gaia DR3 2028017281576098304,HD187462,HIP97509,-,TIC287511722,-,-,-,G0IV,PM*,297.2857,27.7317,-,,23.1,THE_stellar(RHK+Mamajek)
524,HD187237,Gaia DR3 2028211207952435840,HD187237,HIP97420,-,TIC435479953,-,-,-,G2IV-V,PM*,297.0037,27.8695,-,,14.8,THE_stellar(RHK+Mamajek)
525,HD190360,Gaia DR3 2029433521248546304,HD190360,HIP98767,GJ777A+GJ9683,TIC105999792,-,-,J20036+2954A,G7IV-V,PM*,300.9058,29.8968,20036+2954,50.0,,THE_rotation_periods
525,HD190360,Gaia DR3 2029433521248546304,HD190360,HIP98767,GJ777A+GJ9683,TIC105999792,-,-,J20036+2954A,G7IV-V,PM*,300.9058,29.8968,20036+2954,,28.8,THE_stellar(RHK+Mamajek)
526,17Cyg,Gaia DR3 2035035223783462400,HD187013,HIP97295,GJ767.1A+GJ9670A,TIC58445695,-,17Cyg,J19464+3344A,F5.5IV-V,PM*,296.6067,33.7276,19464+3344,,7.2,THE_stellar(RHK+Mamajek)
526,17Cyg,Gaia DR3 2035035223783462400,HD187013,HIP97295,GJ767.1A+GJ9670A,TIC58445695,-,17Cyg,J19464+3344A,F5.5IV-V,PM*,296.6067,33.7276,19464+3344,,6.19,THE_VSINI
528,HD176377,Gaia DR3 2041085973668754176,HD176377,HIP93185,GJ9639,TIC20785413,-,-,-,G1V,PM*,284.7125,30.1806,-,,16.0,THE_stellar(RHK+Mamajek)
530,HD183650,Gaia DR3 2045074245953051648,HD183650,HIP95821,GJ761.1+GJ9658,TIC21704463,-,-,-,G6,PM*,292.3394,31.6087,-,,29.6,THE_stellar(RHK+Mamajek)
531,HD184499,Gaia DR3 2045599984313800448,HD184499,HIP96185,-,TIC40468289,-,-,-,G0V,PM*,293.3628,33.2019,-,,21.7,THE_stellar(RHK+Mamajek)
532,HD182488,Gaia DR3 2046207670631964928,HD182488,HIP95319,GJ758+GJ758A,TIC394547839,-,-,J19236+3313A,K0V,PM*,290.8917,33.222,19236+3313,11.5,,THE_rotation_periods
532,HD182488,Gaia DR3 2046207670631964928,HD182488,HIP95319,GJ758+GJ758A,TIC394547839,-,-,J19236+3313A,K0V,PM*,290.8917,33.222,19236+3313,8.2,,THE_YARARA
532,HD182488,Gaia DR3 2046207670631964928,HD182488,HIP95319,GJ758+GJ758A,TIC394547839,-,-,J19236+3313A,K0V,PM*,290.8917,33.222,19236+3313,,33.1,THE_stellar(RHK+Mamajek)
533,HD185501,Gaia DR3 2047188847334279424,HD185501,HIP96576,GJ4118,TIC69452016,-,-,J19380+3353AB,G5,**,294.4968,33.8933,19380+3353,,20.3,THE_stellar(RHK+Mamajek)
533,HD185501,Gaia DR3 2047188847334279424,HD185501,HIP96576,GJ4118,TIC69452016,-,-,J19380+3353AB,G5,**,294.4968,33.8933,19380+3353,,4.91,THE_VSINI
534,HD186257,Gaia DR3 2048592442637772800,HD186257,HIP96906,-,TIC184057863,-,-,-,F5,PM*,295.489,36.2257,-,,6.5,THE_stellar(RHK+Mamajek)
534,HD186257,Gaia DR3 2048592442637772800,HD186257,HIP96906,-,TIC184057863,-,-,-,F5,PM*,295.489,36.2257,-,,6.41,THE_VSINI
535,HD181655,Gaia DR3 2051069711047203712,HD181655,HIP94981,GJ754.2+GJ9654,TIC122215177,-,-,J19196+3720AB,G5V,SB*,289.9125,37.3305,19196+3720,,20.5,THE_stellar(RHK+Mamajek)
536,HD192557,Gaia DR3 2055882544018187776,HD192557,HIP99737,-,TIC380721865,-,-,J20142+3522A,F6V,PM*,303.558,35.3617,20142+3522,,15.3,THE_stellar(RHK+Mamajek)
537,HD190771,Gaia DR3 2061876742143320064,HD190771,HIP98921,GJ1249+GJ9685,TIC274764311,KIC3393677,-,J20052+3829A,G2V,PM*,301.2907,38.4785,20052+3829,,3.3,THE_stellar(RHK+Mamajek)
538,HD196850,Gaia DR3 2063583390317759616,HD196850,HIP101875,GJ794.3+GJ9702,TIC64804337,-,-,J20387+3838A,G1V,PM*,309.6674,38.6351,20387+3838,,18.1,THE_stellar(RHK+Mamajek)
541,HD195988,Gaia DR3 2067833621234219520,HD195988,-,-,TIC17125337,-,-,-,G0,*,308.2562,41.4736,-,,12.6,THE_stellar(RHK+Mamajek)
542,HD195987,Gaia DR3 2067948245320365184,HD195987,HIP101382,GJ793.1+GJ9699,TIC17038893,-,-,J20329+4154AB,G9V,SB*,308.2152,41.8985,20329+4154,,40.9,THE_stellar(RHK+Mamajek)
543,HD197488,Gaia DR3 2070448844010046592,HD197488,HIP102189,-,TIC195800928,-,-,J20423+4549A,G2V,PM*,310.5846,45.8235,20423+4549,,16.4,THE_stellar(RHK+Mamajek)
544,HD187637,Gaia DR3 2076894387328378240,HD187637,HIP97527,-,TIC169463989,KIC6225718,-,-,F8V,PM*,297.3256,41.5825,-,,9.5,THE_stellar(RHK+Mamajek)
545,HD187160,Gaia DR3 2078929961307827200,HD187160,HIP97321,-,TIC272607848,KIC8379927,-,J19467+4421AB,F9IV-V,SB*,296.6722,44.3485,19467+4421,,5.56,THE_VSINI
547,HD191022,Gaia DR3 2085991364277341824,HD191022,HIP98978,-,TIC364903891,-,-,-,G0,PM*,301.4185,48.5668,-,,18.4,THE_stellar(RHK+Mamajek)
548,HD191649,Gaia DR3 2088264368349071232,HD191649,HIP99241,-,TIC294603115,-,-,-,G0,PM*,302.1788,50.5863,-,,4.8,THE_stellar(RHK+Mamajek)
549,HD171620,Gaia DR3 2094417201055722624,HD171620,HIP91058,-,TIC27849731,-,-,-,F6p,PM*,278.6279,34.4156,-,,12.7,THE_stellar(RHK+Mamajek)
550,HD174912,Gaia DR3 2097219065920129152,HD174912,HIP92532,-,TIC377727510,KIC3520395,-,-,F8,PM*,282.8549,38.6266,-,,10.6,THE_stellar(RHK+Mamajek)
551,HD172649,Gaia DR3 2097610831356480256,HD172649,HIP91507,-,TIC157760804,-,-,J18397+3800,F5,PM*,279.9255,37.9931,18397+3800,,1.8,THE_stellar(RHK+Mamajek)
552,HD177153,Gaia DR3 2103877089862772352,HD177153,HIP93427,-,TIC120495825,KIC6106415,-,-,G0,PM*,285.4153,41.4901,-,,11.5,THE_stellar(RHK+Mamajek)
553,HD176969,Gaia DR3 2104192684058976896,HD176969,HIP93350,-,TIC164886225,-,-,-,F8,PM*,285.209,42.2525,-,,9.1,THE_stellar(RHK+Mamajek)
554,HD169244,Gaia DR3 2107717477818284416,HD169244,HIP90024,-,TIC288618758,-,-,-,F8,PM*,275.5371,36.3018,-,,10.0,THE_stellar(RHK+Mamajek)
556,HD170778,Gaia DR3 2112083741571086592,HD170778,HIP90586,-,TIC357793687,-,-,-,G5,PM*,277.2664,43.9393,-,,5.48,THE_VSINI
556,HD170778,Gaia DR3 2112083741571086592,HD170778,HIP90586,-,TIC357793687,-,-,-,G5,PM*,277.2664,43.9393,-,,3.2,THE_stellar(RHK+Mamajek)
557,HD167389,Gaia DR3 2113056534482408448,HD167389,HIP89282,-,TIC76136632,-,-,-,F8V:,PM*,273.2801,41.4754,-,,9.8,THE_stellar(RHK+Mamajek)
558,HD168009,Gaia DR3 2115351387048328832,HD168009,HIP89474,GJ708.4+GJ9622,TIC416117806,-,-,-,G1V,PM*,273.8852,45.2093,-,,16.2,THE_stellar(RHK+Mamajek)
558,HD168009,Gaia DR3 2115351387048328832,HD168009,HIP89474,GJ708.4+GJ9622,TIC416117806,-,-,-,G1V,PM*,273.8852,45.2093,-,17.5,6.0,THE_rotation_periods
559,HD173701,Gaia DR3 2117279002732678656,HD173701,HIP91949,GJ725.1+GJ9634,TIC123234496,KIC8006161,-,-,G8V,PM*,281.1463,43.8333,-,,30.5,THE_stellar(RHK+Mamajek)
560,HD179957,Gaia DR3 2132788541955849216,HD179957,-,GJ9648B,TIC298896136,-,-,J19121+4951B,G3V,PM*,288.0195,49.8539,19121+4951,50.0,,THE_rotation_periods
560,HD179957,Gaia DR3 2132788541955849216,HD179957,-,GJ9648B,TIC298896136,-,-,J19121+4951B,G3V,PM*,288.0195,49.8539,19121+4951,,24.6,THE_stellar(RHK+Mamajek)
561,HD179958,Gaia DR3 2132788541955849984,HD179958,-,GJ9648A,TIC298896144,-,-,J19121+4951A,G2V,PM*,288.0209,49.8557,19121+4951,,20.5,THE_stellar(RHK+Mamajek)
562,16CygA,Gaia DR3 2135550755683405952,HD186408,HIP96895,GJ765.1A,TIC27533341,KIC12069424,16CygA,J19418+5032Aa,G1.5Vb,**,295.454,50.5251,19418+5032,,20.5,THE_stellar(RHK+Mamajek)
562,16CygA,Gaia DR3 2135550755683405952,HD186408,HIP96895,GJ765.1A,TIC27533341,KIC12069424,16CygA,J19418+5032Aa,G1.5Vb,**,295.454,50.5251,19418+5032,,27.9,THE_YARARA
562,16CygA,Gaia DR3 2135550755683405952,HD186408,HIP96895,GJ765.1A,TIC27533341,KIC12069424,16CygA,J19418+5032Aa,G1.5Vb,**,295.454,50.5251,19418+5032,20.2,24.0,THE_rotation_periods
563,16CygB,Gaia DR3 2135550755683407232,HD186427,HIP96901,GJ765.1B,TIC27533327,KIC12069449,16CygB,J19418+5032B,G3V,PM*,295.4666,50.5175,19418+5032,26.2,,THE_YARARA
563,16CygB,Gaia DR3 2135550755683407232,HD186427,HIP96901,GJ765.1B,TIC27533327,KIC12069449,16CygB,J19418+5032B,G3V,PM*,295.4666,50.5175,19418+5032,,20.3,THE_stellar(RHK+Mamajek)
564,HD184960,Gaia DR3 2136027771930903808,HD184960,HIP96258,GJ4116,TIC26884478,-,-,-,F7V,PM*,293.5825,51.2366,-,,5.18,THE_VSINI
564,HD184960,Gaia DR3 2136027771930903808,HD184960,HIP96258,GJ4116,TIC26884478,-,-,-,F7V,PM*,293.5825,51.2366,-,20.2,,THE_YARARA
564,HD184960,Gaia DR3 2136027771930903808,HD184960,HIP96258,GJ4116,TIC26884478,-,-,-,F7V,PM*,293.5825,51.2366,-,,9.1,THE_stellar(RHK+Mamajek)
565,HD185414,Gaia DR3 2142179058450057856,HD185414,HIP96395,-,TIC275633056,-,-,J19359+5659A,G0,PM*,293.9816,56.9839,19359+5659,,15.7,THE_stellar(RHK+Mamajek)
566,HD180161,Gaia DR3 2143016302194287488,HD180161,HIP94346,GJ1233+GJ9650,TIC284359245,-,-,-,K0,BY*,288.0473,57.672,-,,13.9,THE_stellar(RHK+Mamajek)
567,HD200560A,Gaia DR3 2163558855915068416,HD200560A,HIP103859,GJ816.1A+GJ9717A,TIC304379558,-,-,J21028+4551C,K2.5V,BY*,315.6698,45.8848,21028+4551,,12.2,THE_stellar(RHK+Mamajek)
568,HD201701,Gaia DR3 2164275119026100096,HD201701,HIP104468,-,TIC136460454,-,-,-,G0,*,317.4295,46.1587,-,,9.2,THE_stellar(RHK+Mamajek)
571,HD195663,Gaia DR3 2186511058051178624,HD195663,HIP101163,-,TIC469429060,-,-,-,F5,PM*,307.5782,54.681,-,,9.6,THE_stellar(RHK+Mamajek)
573,HD215500,Gaia DR3 2211393521580984320,HD215500,HIP112245,-,TIC338930194,-,-,-,G8V,PM*,341.0243,64.5707,-,,28.2,THE_stellar(RHK+Mamajek)
574,HD215065,Gaia DR3 2212723140372479872,HD215065,HIP111977,-,TIC376643089,-,-,-,K1,PM*,340.228,66.5234,-,,7.6,THE_stellar(RHK+Mamajek)
575,HD218209,Gaia DR3 2213415145505277824,HD218209,HIP113989,GJ9808,TIC422556732,-,-,-,G8,PM*,346.2754,68.4171,-,,19.6,THE_stellar(RHK+Mamajek)
576,HD206913,Gaia DR3 2216720002583969280,HD206913,HIP107191,-,TIC407029356,-,-,-,F5,PM*,325.6682,63.7214,-,,9.7,THE_stellar(RHK+Mamajek)
578,HD208930,Gaia DR3 2219266368432568320,HD208930,-,-,TIC371303911,-,-,-,G5,PM*,329.2653,66.0292,-,,9.5,THE_stellar(RHK+Mamajek)
580,HD210902,Gaia DR3 2230411842921279232,HD210902,HIP109479,-,TIC323193003,-,-,-,G0,PM*,332.6828,71.1282,-,,11.8,THE_stellar(RHK+Mamajek)
581,HD187748,Gaia DR3 2235968637250218368,HD187748,HIP97438,-,TIC352300400,-,-,-,G0,PM*,297.0644,59.4229,-,,5.81,THE_VSINI
581,HD187748,Gaia DR3 2235968637250218368,HD187748,HIP97438,-,TIC352300400,-,-,-,G0,PM*,297.0644,59.4229,-,,1.0,THE_stellar(RHK+Mamajek)
582,HD193664,Gaia DR3 2246581329639103872,HD193664,HIP100017,GJ788,TIC403585118,-,-,-,G3V,PM*,304.3805,66.8537,-,,15.7,THE_stellar(RHK+Mamajek)
584,HD176841,Gaia DR3 2256183639561630208,HD176841,HIP93007,-,TIC229790429,-,-,-,G5,PM*,284.2052,68.2924,-,,18.8,THE_stellar(RHK+Mamajek)
585,HD172669,Gaia DR3 2257140386478701568,HD172669,HIP91210,-,TIC229738635,-,-,-,G3V,PM*,279.0977,66.9132,-,,10.7,THE_stellar(RHK+Mamajek)
586,HD185144,Gaia DR3 2261614264931057664,HD185144,HIP96100,GJ764,TIC259237827,-,61Dra+sigDra,J19324+6940A,K0V,PM*,293.09,69.6612,19324+6940,,32.7,THE_stellar(RHK+Mamajek)
586,HD185144,Gaia DR3 2261614264931057664,HD185144,HIP96100,GJ764,TIC259237827,-,61Dra+sigDra,J19324+6940A,K0V,PM*,293.09,69.6612,19324+6940,6.3,87.2,THE_YARARA
587,HD204521,Gaia DR3 2272191085754928768,HD204521,HIP105766,GJ4194,TIC321684341,-,-,-,G0V_Fe-0.8,PM*,321.32,70.4775,-,,22.8,THE_stellar(RHK+Mamajek)
588,18Cet,Gaia DR3 2376087581593256448,HD4307,HIP3559,GJ1020,TIC92226990,-,18Cet,J00455-1253A,G0V,PM*,11.3695,-12.8808,00455-1253,20.6,,THE_YARARA
588,18Cet,Gaia DR3 2376087581593256448,HD4307,HIP3559,GJ1020,TIC92226990,-,18Cet,J00455-1253A,G0V,PM*,11.3695,-12.8808,00455-1253,,20.8,THE_stellar(RHK+Mamajek)
589,94AqrB,Gaia DR3 2411855072801159040,HD219834B,HIP115125,GJ894.2B,TIC214664575,-,94AqrB,J23191-1328B,K2,PM*,349.7773,-13.4553,23191-1328,,49.4,THE_stellar(RHK+Mamajek)
590,HD361,Gaia DR3 2417456431710276096,HD361,HIP669,-,-,-,-,-,G1V,*,2.0682,-14.8245,-,23.9,15.6,THE_YARARA
590,HD361,Gaia DR3 2417456431710276096,HD361,HIP669,-,-,-,-,-,G1V,*,2.0682,-14.8245,-,,10.5,THE_stellar(RHK+Mamajek)
592,HD1388,Gaia DR3 2423292879948720000,HD1388,HIP1444,GJ9008,TIC12880347,-,-,J00180-1327A,G0V,PM*,4.4953,-13.4556,00180-1327,,18.0,THE_stellar(RHK+Mamajek)
592,HD1388,Gaia DR3 2423292879948720000,HD1388,HIP1444,GJ9008,TIC12880347,-,-,J00180-1327A,G0V,PM*,4.4953,-13.4556,00180-1327,25.4,9.6,THE_YARARA
593,9Cet,Gaia DR3 2423493369021649920,HD1835,HIP1803,GJ17.3+GJ9012,TIC184281898,-,9Cet,J00229-1213A,G2.5V,BY*,5.7158,-12.2094,00229-1213,,4.3,THE_stellar(RHK+Mamajek)
593,9Cet,Gaia DR3 2423493369021649920,HD1835,HIP1803,GJ17.3+GJ9012,TIC184281898,-,9Cet,J00229-1213A,G2.5V,BY*,5.7158,-12.2094,00229-1213,,5.35,THE_VSINI
593,9Cet,Gaia DR3 2423493369021649920,HD1835,HIP1803,GJ17.3+GJ9012,TIC184281898,-,9Cet,J00229-1213A,G2.5V,BY*,5.7158,-12.2094,00229-1213,22.8,,THE_YARARA
594,HD4048,Gaia DR3 2425903017474575232,HD4048,HIP3369,-,-,-,-,J00428-0955A,F8V,*,10.7114,-9.9217,00428-0955,,7.5,THE_VSINI
595,HD1461,Gaia DR3 2430102808294101760,HD1461,HIP1499,GJ16.1+GJ9009,TIC37748347,-,-,-,G3VFe0.5,PM*,4.6744,-8.053,-,,21.8,THE_stellar(RHK+Mamajek)
595,HD1461,Gaia DR3 2430102808294101760,HD1461,HIP1499,GJ16.1+GJ9009,TIC37748347,-,-,-,G3VFe0.5,PM*,4.6744,-8.053,-,14.9,35.7,THE_YARARA
597,HD984,Gaia DR3 2431157720981843200,HD984,HIP1134,-,TIC408012676,-,-,J00142-0712AB,F7V,**,3.5427,-7.1991,00142-0712,20.8,,THE_YARARA
597,HD984,Gaia DR3 2431157720981843200,HD984,HIP1134,-,TIC408012676,-,-,J00142-0712AB,F7V,**,3.5427,-7.1991,00142-0712,,1.39,THE_VSINI
597,HD984,Gaia DR3 2431157720981843200,HD984,HIP1134,-,TIC408012676,-,-,J00142-0712AB,F7V,**,3.5427,-7.1991,00142-0712,,5.2,THE_stellar(RHK+Mamajek)
598,HD223084,Gaia DR3 2435977498921201280,HD223084,HIP117258,-,TIC9068085,-,-,-,F9V,SB*,356.6421,-8.997,-,,5.94,THE_VSINI
598,HD223084,Gaia DR3 2435977498921201280,HD223084,HIP117258,-,TIC9068085,-,-,-,F9V,SB*,356.6421,-8.997,-,,8.8,THE_stellar(RHK+Mamajek)
599,HD9782,Gaia DR3 2453895484005571200,HD9782,HIP7404,-,TIC54018090,-,-,-,F9V,PM*,23.8596,-13.381,-,,13.2,THE_stellar(RHK+Mamajek)
599,HD9782,Gaia DR3 2453895484005571200,HD9782,HIP7404,-,TIC54018090,-,-,-,F9V,PM*,23.8596,-13.381,-,6.6,3.6,THE_YARARA
600,chiCetB,Gaia DR3 2461045711199481472,HD11131,HIP8486,GJ9061B,TIC24910401,-,chiCetB,J01494-1042A,G3V,BY*,27.3473,-10.7036,01494-1042,,6.4,THE_stellar(RHK+Mamajek)
601,HD11226,Gaia DR3 2467122570235222016,HD11226,HIP8548,-,TIC24921603,-,-,-,K4III,PM*,27.5644,-6.7041,-,,12.4,THE_stellar(RHK+Mamajek)
602,HD7134,Gaia DR3 2468607533700284800,HD7134,HIP5578,-,TIC167460086,-,-,-,G1V,PM*,17.8837,-12.8431,-,19.0,69.8,THE_YARARA
602,HD7134,Gaia DR3 2468607533700284800,HD7134,HIP5578,-,TIC167460086,-,-,-,G1V,PM*,17.8837,-12.8431,-,,15.6,THE_stellar(RHK+Mamajek)
603,HD7661,Gaia DR3 2468730472844294016,HD7661,HIP5938,-,TIC439410069,-,-,-,K0V,BY*,19.1008,-12.097,-,,6.6,THE_stellar(RHK+Mamajek)
603,HD7661,Gaia DR3 2468730472844294016,HD7661,HIP5938,-,TIC439410069,-,-,-,K0V,BY*,19.1008,-12.097,-,8.2,,THE_YARARA
604,HD4813,Gaia DR3 2473608009504466688,HD4813,HIP3909,GJ37,TIC3962869,-,19Cet+phi02Cet,-,F7V,PM*,12.5316,-10.6443,-,,9.8,THE_stellar(RHK+Mamajek)
605,HD10008,Gaia DR3 2477815222028038272,HD10008,HIP7576,-,TIC29900813,-,-,J01376-0645A,K0/1V,BY*,24.3978,-6.7604,01376-0645,,6.8,THE_stellar(RHK+Mamajek)
605,HD10008,Gaia DR3 2477815222028038272,HD10008,HIP7576,-,TIC29900813,-,-,J01376-0645A,K0/1V,BY*,24.3978,-6.7604,01376-0645,9.9,,THE_YARARA
606,HD9562,Gaia DR3 2477891500647336704,HD9562,HIP7276,GJ59.2,TIC29845542,-,-,-,G1V,PM*,23.4285,-7.0253,-,,18.8,THE_stellar(RHK+Mamajek)
607,HD7449A,Gaia DR3 2482820714353923072,HD7449A,HIP5806,-,TIC248381971,-,-,J01145-0503Aa,F9.5V,PM*,18.6222,-5.0474,01145-0503,,9.8,THE_stellar(RHK+Mamajek)
609,79Cet,Gaia DR3 2495335115182966016,HD16141,HIP12048,GJ9085,TIC251109533,-,79Cet,J02353-0334A,G2V,PM*,38.833,-3.5606,02353-0334,27.7,,THE_YARARA
609,79Cet,Gaia DR3 2495335115182966016,HD16141,HIP12048,GJ9085,TIC251109533,-,79Cet,J02353-0334A,G2V,PM*,38.833,-3.5606,02353-0334,,20.9,THE_stellar(RHK+Mamajek)
610,84CetA,Gaia DR3 2498460442625153536,HD16765A,-,-,-,-,84CetA,J02412-0042A,-,PM*,40.3083,-0.6957,02412-0042,,1.74,THE_VSINI
610,84CetA,Gaia DR3 2498460442625153536,HD16765A,-,-,-,-,84CetA,J02412-0042A,-,PM*,40.3083,-0.6957,02412-0042,,4.7,THE_stellar(RHK+Mamajek)
611,HD11505,Gaia DR3 2505825177666430592,HD11505,HIP8798,-,TIC328159699,-,-,J01531-0120A,G5V,PM*,28.2758,-1.3269,01531-0120,,21.7,THE_stellar(RHK+Mamajek)
612,HD13043,Gaia DR3 2506906787870475904,HD13043,HIP9911,GJ9073A,TIC250419029,-,-,J02076-0037A,G2V,PM*,31.8928,-0.6174,02076-0037,,13.2,THE_stellar(RHK+Mamajek)
613,HD9670,Gaia DR3 2510183229442059776,HD9670,HIP7357,-,TIC262809788,-,-,-,F9VFe-0.5,PM*,23.7036,0.9448,-,,11.6,THE_stellar(RHK+Mamajek)
614,112Psc,Gaia DR3 2511794495013074048,HD12235,HIP9353,GJ83.2,TIC422679659,-,112Psc,-,G2IV,PM*,30.0382,3.097,-,,8.4,THE_VSINI
614,112Psc,Gaia DR3 2511794495013074048,HD12235,HIP9353,GJ83.2,TIC422679659,-,112Psc,-,G2IV,PM*,30.0382,3.097,-,,12.8,THE_stellar(RHK+Mamajek)
616,HD13345,Gaia DR3 2520146866373897472,HD13345,-,-,TIC337046360,-,-,-,G0,PM*,32.635,6.0988,-,,8.1,THE_stellar(RHK+Mamajek)
617,HD3770,Gaia DR3 2523208078545561088,HD3770,HIP3169,-,TIC3811994,-,-,-,F8V,PM*,10.1017,-7.6567,-,,12.0,THE_stellar(RHK+Mamajek)
