,code,star,ins,drs,pipeline,yvx,ra,dec,teff,logg,feh,mhk,mhk_err,rhk,rhk_err,fwhm_ins,fwhm_g2,fwhm_garfield,fwhm_kitty,vsini,sb1,sb2,IF_SPEC,IF_CCF
115,HD117126_HARPS03_3.5_Snaky,HD117126,HARPS03,3.5,Snaky,YV0,202.077953,-0.840191,5734.0,4.28,-0.0,-1.0,11.43,-5.02,0.126,3.32,7.42,6.09,5.75,1.69,0.0,0.0,1,1
116,HD117126_HARPS15_3.3.6_Snaky,HD117126,HARPS15,3.3.6,Snaky,YV0,202.077953,-0.840191,5764.0,4.27,0.0,1.2,12.74,-4.98,0.134,3.48,7.45,6.13,5.8,1.79,0.0,0.0,1,1
117,HD117655_SOPHIE_1.0_Snaky,HD117655,SOPHIE,1.0,Snaky,YV0,201.16125,83.3085,5628.0,4.14,0.29,1.4,53.39,-5.17,0.452,4.24,8.37,6.93,6.49,2.14,0.0,0.0,1,1
118,HD117860_CORALIE14_3.8_Snaky,HD117860,CORALIE14,3.8,Snaky,YV0,203.297142,-8.443348,5785.0,4.31,0.12,113.9,29.62,-4.41,0.084,5.02,8.69,7.2,6.74,1.66,0.0,0.0,1,1
119,HD118330_CORALIE14_3.8_Snaky,HD118330,CORALIE14,3.8,Snaky,YV0,204.061033,-0.930989,6194.0,4.01,-0.29,-13.4,24.74,-5.5,0.445,4.96,9.72,8.3,7.68,3.34,0.0,0.0,1,1
120,HD119638_HARPS03_3.3.6_Snaky,HD119638,HARPS03,3.3.6,Snaky,YV0,206.185839,-14.22518,5954.0,4.28,-0.19,-0.8,2.82,-5.0,0.03,3.33,7.58,6.41,6.12,2.5,0.0,0.0,1,1
121,HD119638_HARPS03_3.5_Snaky,HD119638,HARPS03,3.5,Snaky,YV0,206.185839,-14.22518,5954.0,4.28,-0.19,-0.5,3.29,-4.99,0.036,3.29,7.57,6.4,6.11,2.29,0.0,0.0,1,1
122,HD119992_SOPHIE_1.0_Snaky,HD119992,SOPHIE,1.0,Snaky,YV0,206.304583,55.880222,6287.0,4.26,-0.27,-13.8,17.23,-5.17,0.248,4.06,12.51,10.32,9.54,7.56,0.0,0.0,1,1
123,HD120004_SOPHIE_1.0_Snaky,HD120004,SOPHIE,1.0,Snaky,YV0,206.502083,37.525,6047.0,4.3,0.12,-7.9,49.13,-5.1,0.488,4.17,9.77,8.35,7.85,4.21,0.0,0.0,1,1
124,HD120005_SOPHIE_1.0_Snaky,HD120005,SOPHIE,1.0,Snaky,YV0,206.557958,30.89725,6394.0,4.17,0.03,15.7,23.75,-4.85,0.162,3.76,17.8,18.91,18.31,13.32,0.0,1.0,1,1
125,HD120066_HARPS15_3.3.6_Snaky,HD120066,HARPS15,3.3.6,Snaky,YV0,206.73801,6.350374,5861.0,4.15,0.12,0.5,13.9,-5.0,0.15,3.66,8.27,6.98,6.57,3.19,0.0,0.0,1,1
126,HD120066_HARPS15_3.5_Snaky,HD120066,HARPS15,3.5,Snaky,YV0,206.73801,6.350374,5838.0,4.14,0.11,0.3,13.93,-5.0,0.152,3.68,8.28,6.98,6.57,3.21,0.0,0.0,1,1
127,HD120066_SOPHIE_1.0_Snaky,HD120066,SOPHIE,1.0,Snaky,YV0,206.737917,6.350361,5910.0,4.24,0.1,4.3,18.94,-4.94,0.174,4.21,8.66,7.33,6.89,2.82,0.0,0.0,1,1
128,HD120136_HARPN_3.0.1_Snaky,HD120136,HARPN,3.0.1,Snaky,YV0,206.815575,17.456891,6287.0,4.16,0.13,15.4,24.2,-4.87,0.196,3.16,23.2,21.67,20.81,16.89,0.0,0.0,1,1
129,HD120136_HARPS15_3.3.6_Snaky,HD120136,HARPS15,3.3.6,Snaky,YV0,206.815575,17.456891,6284.0,4.17,0.13,22.6,24.0,-4.81,0.17,4.88,23.26,21.73,20.61,17.1,0.0,0.0,1,1
130,HD120136_HARPS15_3.5_Snaky,HD120136,HARPS15,3.5,Snaky,YV0,206.815575,17.456891,6315.0,4.18,0.11,20.1,25.13,-4.84,0.186,4.93,23.26,21.73,20.61,17.06,0.0,0.0,1,1
131,HD120136_SOPHIE_1.0_Snaky,HD120136,SOPHIE,1.0,Snaky,YV0,206.8125,17.456667,6315.0,4.18,0.11,16.3,14.0,-4.84,0.108,4.27,23.19,21.63,20.86,16.59,0.0,0.0,1,1
132,HD121325A_CORALIE14_3.8_Snaky,HD121325A,CORALIE14,3.8,Snaky,YV0,208.742508,-8.058844,6613.0,4.0,0.0,108.1,,-4.44,,4.89,75.28,71.86,183.66,78.16,0.0,0.0,1,1
133,HD121560_SOPHIE_1.0_Snaky,HD121560,SOPHIE,1.0,Snaky,YV0,208.959167,14.056472,6059.0,4.34,-0.39,-4.6,18.45,-5.04,0.206,4.09,8.41,7.27,6.88,3.27,0.0,0.0,1,1
134,HD122040_CORALIE07_3.4_Snaky,HD122040,CORALIE07,3.4,Snaky,YV0,209.865354,-5.423865,6181.0,4.25,-0.11,3.2,22.48,-5.08,0.245,5.15,12.28,10.11,9.46,5.88,0.0,0.0,1,1
135,HD122040_CORALIE14_3.8_Snaky,HD122040,CORALIE14,3.8,Snaky,YV0,209.865354,-5.423865,6220.0,4.22,-0.06,-11.9,21.18,-5.4,0.376,5.08,12.27,10.12,9.45,5.88,0.0,0.0,1,1
136,HD122064_HARPN_3.0.1_Snaky,HD122064,HARPN,3.0.1,Snaky,YV0,209.38358,61.492861,4770.0,4.53,0.08,2.9,3.23,-4.96,0.032,3.1,7.11,5.56,4.95,1.04,0.0,0.0,1,1
137,HD122064_NEID_1.0_Snaky,HD122064,NEID,1.0,Snaky,YV0,209.38329,61.493792,4763.0,4.54,0.02,3.1,1.21,-4.96,0.012,3.2,7.22,5.61,4.97,1.09,0.0,0.0,1,1
138,HD12235_SOPHIE_1.0_Snaky,HD12235,SOPHIE,1.0,Snaky,YV0,30.038125,3.097,5953.0,4.23,0.18,-26.4,85.73,-5.7,0.578,4.14,10.24,8.63,8.07,4.54,0.0,0.0,1,1
139,HD122603_HARPS03_3.3.6_Snaky,HD122603,HARPS03,3.3.6,Snaky,YV0,210.698438,3.545529,6088.0,4.17,0.09,2.1,18.42,-4.98,0.195,3.39,9.6,8.22,7.71,4.56,0.0,0.0,1,1
140,HD122652_SOPHIE_1.0_Snaky,HD122652,SOPHIE,1.0,Snaky,YV0,210.631833,31.660833,6015.0,4.32,-0.02,43.2,17.45,-4.67,0.09,4.16,8.99,7.65,7.2,3.34,0.0,0.0,1,1
141,HD122742_SOPHIE_1.0_Snaky,HD122742,SOPHIE,1.0,Snaky,YV0,210.884583,10.787528,5518.0,4.44,0.0,11.0,11.59,-4.89,0.098,4.25,7.73,6.36,5.96,1.28,0.0,0.0,1,1
142,HD123300_SOPHIE_1.0_Snaky,HD123300,SOPHIE,1.0,Snaky,YV0,211.215417,58.867528,5909.0,4.33,0.14,-10.2,59.8,-5.39,0.492,3.72,8.74,7.42,6.97,3.38,0.0,0.0,1,1
143,HD124292_ESPRESSO19_3.2.5_Snaky,HD124292,ESPRESSO19,3.2.5,Snaky,YV0,213.188493,-3.320084,5459.0,4.46,-0.14,-1.2,,-5.0,,2.73,6.89,5.44,5.11,0.89,0.0,0.0,1,1
144,HD124292_ESPRESSO19_3.3.1_Snaky,HD124292,ESPRESSO19,3.3.1,Snaky,YV0,213.188493,-3.320084,5459.0,4.46,-0.14,-1.1,,-5.0,,2.76,6.89,5.44,5.11,0.9,0.0,0.0,1,1
145,HD124292_HARPS03_3.3.6_Snaky,HD124292,HARPS03,3.3.6,Snaky,YV0,213.188493,-3.320084,5459.0,4.46,-0.14,-1.1,2.18,-5.0,0.024,3.33,6.99,5.58,5.24,0.97,0.0,0.0,1,1
146,HD124292_HARPS03_3.5_Snaky,HD124292,HARPS03,3.5,Snaky,YV0,213.188493,-3.320084,5459.0,4.46,-0.14,-1.1,2.42,-5.0,0.027,3.31,6.99,5.57,5.23,0.95,0.0,0.0,1,1
147,HD124292_HARPS15_3.3.6_Snaky,HD124292,HARPS15,3.3.6,Snaky,YV0,213.188493,-3.320084,5453.0,4.46,-0.14,-1.5,2.51,-5.0,0.028,3.32,7.01,5.6,5.26,0.93,0.0,0.0,1,1
148,HD124292_HARPS15_3.5_Snaky,HD124292,HARPS15,3.5,Snaky,YV0,213.188493,-3.320084,5453.0,4.46,-0.14,-1.5,3.01,-5.0,0.033,3.39,7.02,5.59,5.25,0.92,0.0,0.0,1,1
149,HD124553_CORALIE14_3.8_Snaky,HD124553,CORALIE14,3.8,Snaky,YV0,213.588785,-5.94772,8720.0,4.0,0.0,,,,,5.57,,,,,0.0,1.0,1,0
150,HD124553_HARPS15_3.3.6_Snaky,HD124553,HARPS15,3.3.6,Snaky,YV0,213.588785,-5.94772,6024.0,4.11,0.22,13.8,4.65,-4.86,0.037,3.44,8.55,7.17,6.75,3.23,0.0,0.0,1,1
151,HD124553_HARPS15_3.5_Snaky,HD124553,HARPS15,3.5,Snaky,YV0,213.588785,-5.94772,6024.0,4.11,0.22,13.7,5.47,-4.86,0.043,3.46,8.56,7.17,6.75,3.23,0.0,0.0,1,1
152,HD124553_SOPHIE_1.0_Snaky,HD124553,SOPHIE,1.0,Snaky,YV0,213.589542,-5.947917,6044.0,4.17,0.24,15.4,23.8,-4.92,0.191,4.16,8.92,7.52,7.04,2.86,0.0,0.0,1,1
153,HD124694_SOPHIE_1.0_Snaky,HD124694,SOPHIE,1.0,Snaky,YV0,213.464375,46.325139,5982.0,4.26,0.07,86.7,63.82,-4.5,0.192,4.57,26.99,26.79,25.65,22.92,0.0,0.0,1,1
154,HD12482_SOPHIE_1.0_Snaky,HD12482,SOPHIE,1.0,Snaky,YV0,31.069583,60.244306,6021.0,4.33,-0.02,7.9,36.86,-4.94,0.29,3.59,10.16,8.75,8.21,4.7,0.0,0.0,1,1
155,HD125184_CORALIE14_3.8_Snaky,HD125184,CORALIE14,3.8,Snaky,YV0,214.503028,-7.542392,5680.0,4.12,0.29,8.9,17.35,-4.91,0.149,4.09,8.87,7.32,6.82,1.84,0.0,0.0,1,1
156,HD125184_HARPS03_3.3.6_Snaky,HD125184,HARPS03,3.3.6,Snaky,YV0,214.503028,-7.542392,5664.0,4.12,0.28,6.5,2.7,-4.92,0.025,3.33,7.9,6.43,6.02,2.25,0.0,0.0,1,1
157,HD125184_HARPS03_3.5_Snaky,HD125184,HARPS03,3.5,Snaky,YV0,214.503028,-7.542392,5664.0,4.12,0.28,6.4,2.8,-4.92,0.026,3.32,7.89,6.42,6.02,2.24,0.0,0.0,1,1
158,HD125184_HARPS15_3.3.6_Snaky,HD125184,HARPS15,3.3.6,Snaky,YV0,214.503028,-7.542392,5664.0,4.12,0.28,9.2,2.52,-4.9,0.022,3.35,7.92,6.42,5.99,2.26,0.0,0.0,1,1
159,HD125184_HARPS15_3.5_Snaky,HD125184,HARPS15,3.5,Snaky,YV0,214.503028,-7.542392,5664.0,4.12,0.28,8.9,2.66,-4.9,0.023,3.37,7.92,6.42,5.98,2.25,0.0,0.0,1,1
160,HD125184_SOPHIE_1.0_Snaky,HD125184,SOPHIE,1.0,Snaky,YV0,214.502917,-7.542389,5690.0,4.23,0.28,1.0,24.31,-4.98,0.251,4.16,8.28,6.86,6.41,1.98,0.0,0.0,1,1
161,HD125193_SOPHIE_1.0_Snaky,HD125193,SOPHIE,1.0,Snaky,YV0,213.999583,56.689139,6002.0,4.24,0.19,-32.8,58.1,-5.97,0.536,4.16,8.88,7.56,7.11,3.12,0.0,0.0,1,1
162,HD12536_SOPHIE_1.0_Snaky,HD12536,SOPHIE,1.0,Snaky,YV0,30.757083,3.358611,5834.0,4.24,0.12,-14.0,74.25,-5.41,0.532,4.06,8.88,7.49,7.0,3.13,0.0,0.0,1,1
163,HD125455_HARPS03_3.3.6_Snaky,HD125455,HARPS03,3.3.6,Snaky,YV0,214.895264,-5.151192,5121.0,4.53,-0.16,7.3,4.35,-4.92,0.04,3.33,6.94,5.41,4.97,0.52,0.0,0.0,1,1
164,HD125455_HARPS03_3.5_Snaky,HD125455,HARPS03,3.5,Snaky,YV0,214.895264,-5.151192,5121.0,4.53,-0.16,7.1,4.47,-4.92,0.041,3.31,6.93,5.4,4.96,0.51,0.0,0.0,1,1
165,HD125455_HARPS15_3.3.6_Snaky,HD125455,HARPS15,3.3.6,Snaky,YV0,214.895264,-5.151192,5092.0,4.53,-0.17,-0.8,4.77,-5.0,0.052,3.35,6.93,5.42,4.98,0.52,0.0,0.0,1,1
166,HD125455_HARPS15_3.5_Snaky,HD125455,HARPS15,3.5,Snaky,YV0,214.895264,-5.151192,5092.0,4.53,-0.17,-0.8,,-5.0,,3.34,6.94,5.42,4.98,0.49,0.0,0.0,1,1
167,HD12569_SOPHIE_1.0_Snaky,HD12569,SOPHIE,1.0,Snaky,YV0,31.27875,60.345389,6021.0,4.24,0.03,3.2,58.19,-4.96,0.471,3.98,9.96,8.47,7.93,4.35,0.0,0.0,1,1
168,HD125906A_CORALIE14_3.8_Snaky,HD125906A,CORALIE14,3.8,Snaky,YV0,215.661089,-7.768177,5936.0,4.29,-0.13,0.9,29.18,-5.24,0.364,5.23,8.43,7.09,6.74,1.4,0.0,0.0,1,1
169,HD125906B_CORALIE07_3.4_Snaky,HD125906B,CORALIE07,3.4,Snaky,YV0,215.661248,-7.769788,3710.0,5.0,0.0,,,,,4.01,8.64,8.15,7.82,4.38,1.0,0.0,1,1
170,HD126053_CORALIE07_3.4_Snaky,HD126053,CORALIE07,3.4,Snaky,YV0,,,,,,,,,,,,,,,,,0,0
171,HD126053_HARPN_3.0.1_Snaky,HD126053,HARPN,3.0.1,Snaky,YV0,215.813686,1.241567,5689.0,4.47,-0.32,-0.5,11.25,-5.0,0.122,3.1,6.88,5.62,5.38,1.1,0.0,0.0,1,1
172,HD126053_HARPS03_3.3.6_Snaky,HD126053,HARPS03,3.3.6,Snaky,YV0,215.813686,1.241567,5698.0,4.46,-0.31,0.0,11.55,-4.99,0.125,2.74,6.96,5.69,5.42,1.02,0.0,0.0,1,1
173,HD126053_NEID_1.0_Snaky,HD126053,NEID,1.0,Snaky,YV0,215.814649,1.239508,5743.0,4.47,-0.35,-2.4,5.48,-5.01,0.061,3.15,6.97,5.63,5.34,1.02,0.0,0.0,1,1
174,HD126053_SOPHIE_1.0_Snaky,HD126053,SOPHIE,1.0,Snaky,YV0,215.81375,1.241556,5632.0,4.45,-0.41,10.9,35.63,-5.15,0.352,4.11,7.48,6.04,5.66,0.51,0.0,0.0,1,1
175,HD126323_SOPHIE_1.0_Snaky,HD126323,SOPHIE,1.0,Snaky,YV0,215.620417,60.965722,5958.0,4.32,-0.0,-1.6,18.55,-5.01,0.222,4.14,8.35,7.1,6.71,2.46,0.0,0.0,1,1
176,HD126512_SOPHIE_1.0_Snaky,HD126512,SOPHIE,1.0,Snaky,YV0,216.375417,20.590167,5854.0,4.24,-0.59,1.4,14.12,-4.97,0.139,4.06,7.61,6.51,6.21,1.75,0.0,0.0,1,1
177,HD12661_SOPHIE_1.0_Snaky,HD12661,SOPHIE,1.0,Snaky,YV0,31.142867,25.414308,5653.0,4.33,0.28,1.1,15.75,-4.98,0.156,4.11,8.01,6.59,6.15,1.32,0.0,0.0,1,1
178,HD126675_SOPHIE_1.0_Snaky,HD126675,SOPHIE,1.0,Snaky,YV0,216.315417,53.584944,6154.0,4.29,-0.07,14.9,53.42,-4.86,0.433,4.08,8.11,6.91,6.56,2.55,0.0,0.0,1,1
179,HD126945_SOPHIE_1.0_Snaky,HD126945,SOPHIE,1.0,Snaky,YV0,217.062917,16.118611,5738.0,4.27,0.3,-9.1,25.66,-5.22,0.401,3.68,8.72,7.27,6.81,3.17,0.0,0.0,1,1
180,HD126961_SOPHIE_1.0_Snaky,HD126961,SOPHIE,1.0,Snaky,YV0,217.130208,2.788694,6048.0,4.32,0.0,-7.5,51.94,-5.33,0.455,4.81,10.87,9.21,8.66,5.19,0.0,0.0,1,1
181,HD127334_HARPN_3.0.1_Snaky,HD127334,HARPN,3.0.1,Snaky,YV0,217.403371,41.795914,5703.0,4.32,0.26,1.8,2.1,-4.97,0.021,3.09,7.44,6.0,5.63,1.75,0.0,0.0,1,1
182,HD127334_NEID-HE_1.0_Snaky,HD127334,NEID-HE,1.0,Snaky,YV0,217.404302,41.794964,5704.0,4.3,0.22,0.3,3.9,-4.98,0.042,4.07,7.91,6.45,6.02,1.17,0.0,0.0,1,1
183,HD127334_NEID_1.0_Snaky,HD127334,NEID,1.0,Snaky,YV0,217.404302,41.794964,5713.0,4.33,0.22,,,,,3.16,7.5,6.01,5.62,1.58,0.0,0.0,0,1
184,HD127334_SOPHIE_1.0_Snaky,HD127334,SOPHIE,1.0,Snaky,YV0,217.402833,41.796444,5680.0,4.33,0.23,2.5,12.5,-4.98,0.127,4.2,7.92,6.52,6.12,1.23,0.0,0.0,1,1
185,HD127540_SOPHIE_1.0_Snaky,HD127540,SOPHIE,1.0,Snaky,YV0,217.92,12.856389,6198.0,4.26,-0.04,-5.2,54.28,-5.22,0.501,4.18,10.7,9.11,8.57,4.92,0.0,0.0,1,1
186,HD12800_NEID_1.0_Snaky,HD12800,NEID,1.0,Snaky,YV0,32.288596,71.550977,6026.0,4.36,-0.25,2.9,6.69,-4.96,0.064,3.12,7.68,6.46,6.16,2.52,0.0,0.0,1,1
187,HD12800_SOPHIE_1.0_Snaky,HD12800,SOPHIE,1.0,Snaky,YV0,32.282917,71.552,5962.0,4.35,-0.2,-9.6,35.12,-5.12,0.355,4.08,8.11,6.95,6.62,2.28,0.0,0.0,1,1
188,HD128165_HARPN_3.0.1_Snaky,HD128165,HARPN,3.0.1,Snaky,YV0,218.370283,52.908791,4784.0,4.56,-0.08,15.9,3.34,-4.84,0.026,3.09,7.1,5.49,4.88,0.97,0.0,0.0,1,1
189,HD128165_SOPHIE_1.0_Snaky,HD128165,SOPHIE,1.0,Snaky,YV0,218.37025,52.908778,4791.0,4.56,-0.07,12.1,5.82,-4.87,0.05,4.04,7.82,6.04,5.36,0.51,0.0,0.0,1,1
190,HD128311_SOPHIE_1.0_Snaky,HD128311,SOPHIE,1.0,Snaky,YV0,219.004167,9.746528,4888.0,4.55,0.02,71.4,27.83,-4.54,0.102,4.11,8.84,7.08,6.37,2.65,0.0,0.0,1,1
191,HD128332_SOPHIE_1.0_Snaky,HD128332,SOPHIE,1.0,Snaky,YV0,218.565833,57.065306,6123.0,4.3,-0.17,-15.0,48.32,-5.26,0.481,4.17,9.55,8.25,7.74,4.06,0.0,0.0,1,1
192,HD128385_SOPHIE_1.0_Snaky,HD128385,SOPHIE,1.0,Snaky,YV0,218.397917,65.395306,6214.0,4.23,-0.14,0.7,19.3,-4.98,0.211,4.13,8.54,7.35,6.96,2.46,0.0,1.0,1,1
193,HD12846_SOPHIE_1.0_Snaky,HD12846,SOPHIE,1.0,Snaky,YV0,31.626,24.333986,5660.0,4.45,-0.23,10.9,31.55,-4.92,0.26,5.33,8.58,7.12,6.65,3.44,0.0,0.0,1,1
194,HD128596_SOPHIE_1.0_Snaky,HD128596,SOPHIE,1.0,Snaky,YV0,219.529708,-12.910556,5810.0,4.18,0.13,-406.9,81.56,-6.72,0.088,4.23,8.56,7.12,6.75,2.95,0.0,0.0,1,1
195,HD129354_SOPHIE_1.0_Snaky,HD129354,SOPHIE,1.0,Snaky,YV0,220.242083,38.150694,6294.0,4.19,-0.26,-25.4,46.93,-5.73,0.464,3.86,9.98,8.58,8.01,4.06,0.0,0.0,1,1
196,HD129499_SOPHIE_1.0_Snaky,HD129499,SOPHIE,1.0,Snaky,YV0,219.915417,66.34675,6015.0,4.31,0.07,0.9,13.21,-4.98,0.139,4.16,8.69,7.38,6.96,2.88,0.0,0.0,1,1
197,HD129814_HARPS03_3.3.6_Snaky,HD129814,HARPS03,3.3.6,Snaky,YV0,221.048721,18.462118,5828.0,4.36,0.01,14.3,5.01,-4.86,0.04,3.33,7.52,6.2,5.87,1.94,0.0,0.0,1,1
198,HD129814_HARPS03_3.5_Snaky,HD129814,HARPS03,3.5,Snaky,YV0,221.048721,18.462118,5833.0,4.36,0.02,15.1,13.53,-4.86,0.106,4.46,7.52,6.19,5.86,1.93,0.0,0.0,1,1
199,HD129814_HARPS15_3.3.6_Snaky,HD129814,HARPS15,3.3.6,Snaky,YV0,221.048721,18.462118,5846.0,4.36,0.02,11.9,6.01,-4.88,0.05,3.39,7.55,6.23,5.9,2.17,0.0,0.0,1,1
200,HD129814_HARPS15_3.5_Snaky,HD129814,HARPS15,3.5,Snaky,YV0,221.048721,18.462118,5879.0,4.33,0.02,12.0,14.06,-4.89,0.117,3.52,7.55,6.22,5.89,1.97,0.0,0.0,1,1
201,HD130087_SOPHIE_1.0_Snaky,HD130087,SOPHIE,1.0,Snaky,YV0,221.486833,10.052083,5917.0,4.27,0.2,-4.8,23.34,-5.27,0.334,4.24,9.91,8.48,7.95,4.41,0.0,0.0,1,1
202,HD130125_SOPHIE_1.0_Snaky,HD130125,SOPHIE,1.0,Snaky,YV0,221.567917,3.504056,6052.0,4.32,-0.1,-8.3,71.16,-5.24,0.499,4.13,9.22,7.9,7.43,3.66,0.0,0.0,1,1
203,HD13014_SOPHIE_1.0_Snaky,HD13014,SOPHIE,1.0,Snaky,YV0,32.10875,43.191,5955.0,4.25,0.14,10.5,61.02,-4.93,0.487,4.13,10.85,9.16,8.56,5.15,0.0,1.0,1,1
204,HD130396_SOPHIE_1.0_Snaky,HD130396,SOPHIE,1.0,Snaky,YV0,221.882917,19.050028,6131.0,4.29,-0.15,26.7,61.75,-4.77,0.438,4.12,9.04,7.77,7.32,3.38,0.0,0.0,1,1
205,HD13043_SOPHIE_1.0_Snaky,HD13043,SOPHIE,1.0,Snaky,YV0,31.893417,-0.616583,5903.0,4.31,0.13,5.0,43.92,-5.34,0.464,4.24,8.35,7.07,6.63,2.36,0.0,0.0,1,1
206,HD130818_SOPHIE_1.0_Snaky,HD130818,SOPHIE,1.0,Snaky,YV0,222.429167,23.032306,4933.0,3.5,-0.0,-11.0,14.04,-5.13,0.226,3.77,80.04,73.42,202.76,81.64,0.0,0.0,1,1
207,HD130948A_HARPN_3.0.1_Snaky,HD130948A,HARPN,3.0.1,Snaky,YV0,222.565879,23.911843,5956.0,4.38,-0.01,122.2,5.54,-4.38,0.015,3.11,10.69,9.01,8.46,6.21,0.0,0.0,1,1
208,HD130987_SOPHIE_1.0_Snaky,HD130987,SOPHIE,1.0,Snaky,YV0,222.396667,46.5745,6145.0,4.21,-0.14,-3.5,56.58,-5.2,0.481,4.05,8.49,7.31,6.95,2.57,0.0,0.0,1,1
209,HD131042_SOPHIE_1.0_Snaky,HD131042,SOPHIE,1.0,Snaky,YV0,222.670417,22.907639,5726.0,4.41,-0.17,-1.1,16.3,-5.0,0.172,4.2,7.59,6.34,5.99,1.03,0.0,0.0,1,1
210,HD131194_SOPHIE_1.0_Snaky,HD131194,SOPHIE,1.0,Snaky,YV0,222.557083,52.414389,6272.0,4.27,0.02,2.3,59.73,-4.98,0.469,4.07,12.82,10.62,9.91,7.8,0.0,0.0,1,1
211,HD131511_SOPHIE_1.0_Snaky,HD131511,SOPHIE,1.0,Snaky,YV0,223.349,19.152778,5218.0,4.54,-0.02,96.1,5.41,-4.46,0.017,4.19,9.1,7.4,6.81,3.25,0.0,1.0,1,1
212,HD131526_SOPHIE_1.0_Snaky,HD131526,SOPHIE,1.0,Snaky,YV0,223.087083,48.67075,5974.0,4.24,0.24,-3.9,60.67,-5.04,0.485,4.13,9.01,7.56,7.08,3.1,0.0,0.0,1,1
213,HD132254_SOPHIE_1.0_Snaky,HD132254,SOPHIE,1.0,Snaky,YV0,224.096,49.628444,6150.0,4.25,0.01,2.3,17.82,-4.96,0.154,4.14,12.83,10.65,9.97,6.49,0.0,0.0,1,1
214,HD132375A_CORALIE07_3.4_Snaky,HD132375A,CORALIE07,3.4,Snaky,YV0,224.719923,-4.989253,5683.0,4.32,-0.01,-199.7,81.64,-6.43,0.207,5.6,12.77,10.76,9.94,6.64,0.0,0.0,1,1
215,HD132375A_CORALIE14_3.8_Snaky,HD132375A,CORALIE14,3.8,Snaky,YV0,224.719923,-4.989253,6167.0,4.24,0.03,0.4,22.97,-5.02,0.315,5.21,12.8,10.57,9.91,6.38,0.0,0.0,1,1
216,HD1326_HARPN_3.0.1_Snaky,HD1326,HARPN,3.0.1,Snaky,YV0,4.595354,44.022955,3718.0,5.0,0.0,,,,,3.23,5.85,4.97,4.31,0.33,0.0,0.0,1,1
217,HD1326_NEID_1.0_Snaky,HD1326,NEID,1.0,Snaky,YV0,4.612668,44.024729,3602.0,4.6,-0.18,2.2,,-4.96,,3.46,5.95,5.05,4.37,0.33,0.0,0.0,1,1
218,HD132756_SOPHIE_1.0_Snaky,HD132756,SOPHIE,1.0,Snaky,YV0,225.146083,8.600944,5241.0,3.5,-0.03,-18.1,15.0,-5.25,0.332,4.06,30.32,28.45,26.43,9.98,1.0,0.0,1,1
219,HD133161_SOPHIE_1.0_Snaky,HD133161,SOPHIE,1.0,Snaky,YV0,225.63825,16.05475,5951.0,4.26,0.16,17.5,45.86,-4.88,0.334,3.77,9.14,7.75,7.29,3.97,0.0,0.0,1,1
220,HD133460_SOPHIE_1.0_Snaky,HD133460,SOPHIE,1.0,Snaky,YV0,225.955417,26.038611,6061.0,4.21,0.06,-60.0,38.8,-6.19,0.534,4.03,10.62,9.15,8.69,5.79,0.0,0.0,1,1
221,HD133621_SOPHIE_1.0_Snaky,HD133621,SOPHIE,1.0,Snaky,YV0,225.114583,71.765444,5758.0,4.28,-0.41,1.6,36.33,-4.98,0.414,4.08,7.64,6.46,6.11,1.58,0.0,1.0,1,1
222,HD13382_SOPHIE_1.0_Snaky,HD13382,SOPHIE,1.0,Snaky,YV0,32.846417,21.377333,5587.0,4.28,0.1,52.1,60.73,-4.9,0.313,4.57,8.66,7.04,6.59,2.61,0.0,0.0,1,1
223,HD133826_SOPHIE_1.0_Snaky,HD133826,SOPHIE,1.0,Snaky,YV0,225.745,65.778278,6042.0,4.28,-0.12,34.6,18.17,-4.72,0.097,4.19,9.01,7.68,7.22,3.95,0.0,0.0,1,1
224,HD13403_SOPHIE_1.0_Snaky,HD13403,SOPHIE,1.0,Snaky,YV0,33.232917,57.2045,5754.0,4.34,-0.24,0.0,21.35,-4.99,0.195,4.08,7.63,6.4,6.05,1.43,0.0,0.0,1,1
225,HD134044_SOPHIE_1.0_Snaky,HD134044,SOPHIE,1.0,Snaky,YV0,226.64625,36.456083,6143.0,4.29,-0.0,0.7,18.63,-4.98,0.234,3.87,9.24,7.93,7.47,3.55,0.0,0.0,1,1
226,HD134083_SOPHIE_1.0_Snaky,HD134083,SOPHIE,1.0,Snaky,YV0,226.824583,24.869583,6681.0,4.0,0.0,27.3,47.58,-4.76,0.257,4.12,69.76,67.46,184.47,70.91,0.0,0.0,1,1
227,HD13507_SOPHIE_1.0_Snaky,HD13507,SOPHIE,1.0,Snaky,YV0,33.229167,40.668333,5726.0,4.49,-0.01,120.3,23.66,-4.39,0.064,4.1,8.82,7.38,6.91,3.09,0.0,0.0,1,1
228,HD135101A_HARPS03_3.3.6_Snaky,HD135101A,HARPS03,3.3.6,Snaky,YV0,228.18117,19.286039,5686.0,4.18,0.09,0.3,2.95,-4.98,0.031,3.15,7.53,6.15,5.79,1.78,0.0,0.0,1,1
229,HD135101A_HARPS03_3.5_Snaky,HD135101A,HARPS03,3.5,Snaky,YV0,228.18117,19.286039,5693.0,4.16,0.09,0.0,11.76,-5.01,0.127,3.37,7.53,6.14,5.78,1.74,0.0,0.0,1,1
