,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,ID,WDS_code,hip,Sptype,mv1,mv2,period,ecc,prlx,semi_arcsec,semi_AU,inc,Mdyn,Mph,Msp,M1,M2,origin,bibcode,Ms2,node,T0,omega,sep_arcsec,sep_last,vmag,plx,dist,Ms,Flux_ratio,WDS(code),Ms1,src
689,HD68256,Gaia DR3 657244521593508992,HD68256,HIP40167C,GJ9257C,-,-,16CncC+zetCncC+zet02Cnc,J08122+1739C,G0IV-V,SB*,123.055,17.6485,185,08122+1739,HIP40167,,4.92,5.85,735.2,0.62,,,,119.58,,,,,,ORB6,Izm2019,0.88,157.66,1800.61,295.25,,,6.042,41.1543,24.299,1.095,42.46,08122+1739,,12
690,HD68256,Gaia DR3 657244521593508992,HD68256,HIP40167C,GJ9257C,-,-,16CncC+zetCncC+zet02Cnc,J08122+1739C,G0IV-V,SB*,123.055,17.6485,185,08122+1739,,,4.67,,735.2,,,8.9,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.042,41.1543,24.299,1.095,,08122+1739,,4
691,HD68256,Gaia DR3 657244521593508992,HD68256,HIP40167C,GJ9257C,-,-,16CncC+zetCncC+zet02Cnc,J08122+1739C,G0IV-V,SB*,123.055,17.6485,185,08122+1739,HIP40167,F8V           ,5.3,6.25,59.6,0.32,39.87,0.86,,,,,,,,Malkov+12,2012A&A...546A..69M,0.88,,,,,,6.042,41.1543,24.299,1.095,41.69,08122+1739,,9
692,HD68256,Gaia DR3 657244521593508992,HD68256,HIP40167C,GJ9257C,-,-,16CncC+zetCncC+zet02Cnc,J08122+1739C,G0IV-V,SB*,123.055,17.6485,185,08122+1739,HIP40167,,5.3,6.25,59.8,0.32,,,,170.9,,,,,,ORB6,USN2021a,0.88,189.8,1989.92,0.8,,,6.042,41.1543,24.299,1.095,41.69,08122+1739,,11
693,HD68256,Gaia DR3 657244521593508992,HD68256,HIP40167C,GJ9257C,-,-,16CncC+zetCncC+zet02Cnc,J08122+1739C,G0IV-V,SB*,123.055,17.6485,185,08122+1739,,M1,5.2,7.0,,,,,,,,,,,,WDS_THE.csv,,0.72,,,,0.1,0.1,6.042,41.1543,24.299,1.095,19.05,08122+1739,,14
694,HD68256,Gaia DR3 657244521593508992,HD68256,HIP40167C,GJ9257C,-,-,16CncC+zetCncC+zet02Cnc,J08122+1739C,G0IV-V,SB*,123.055,17.6485,185,08122+1739,,M1,5.3,6.25,59.7,0.26,,0.87,,144.1,,,,,,COMPOSITE,,0.88,157.66,1983.16,301.125,3.3,0.1,6.042,41.1543,24.299,1.095,19.05,08122+1739,,1
695,HD68256,Gaia DR3 657244521593508992,HD68256,HIP40167C,GJ9257C,-,-,16CncC+zetCncC+zet02Cnc,J08122+1739C,G0IV-V,SB*,123.055,17.6485,185,08122+1739,,F8V,4.92,5.85,,,,,,,,,,,,WDS_THE.csv,,0.88,,,,6.3,6.3,6.042,41.1543,24.299,1.095,42.46,08122+1739,,19
696,HD74655,Gaia DR3 661183762517030784,HD74655,HIP43004,-,TIC184916538,-,-,-,F8,SB*,131.4586,20.0223,187,,HIP43004,F8+,7.59,,70.7,0.1,,,,,,,,,,COMPOSITE,,,,,325.1,0.28,,7.58,15.4465,64.74,1.195,,-,,1
697,HD74655,Gaia DR3 661183762517030784,HD74655,HIP43004,-,TIC184916538,-,-,-,F8,SB*,131.4586,20.0223,187,,HIP43004,F8+,7.59,,70.7,0.1,,,,,,,,,,Pourbaix+04,2018MNRAS.475.1375G,,,,325.1,0.28,,7.58,15.4465,64.74,1.195,,-,,2
698,HD64468,Gaia DR3 670216834655936128,HD64468,HIP38657,GJ292.1,TIC293253336,-,-,J07549+1914A,K2.5V,SB*,118.7253,19.2363,189,,HIP38657,K2.5V+,7.73,,161.2,0.27,,,,,,,,,,Pourbaix+04,2018A&A...619A..81H,,,,323.98,1.36,,7.76,49.2443,20.307,0.805,,07549+1914,,2
699,HD64468,Gaia DR3 670216834655936128,HD64468,HIP38657,GJ292.1,TIC293253336,-,-,J07549+1914A,K2.5V,SB*,118.7253,19.2363,189,07549+1914,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.76,49.2443,20.307,0.805,,07549+1914,,3
700,HD64468,Gaia DR3 670216834655936128,HD64468,HIP38657,GJ292.1,TIC293253336,-,-,J07549+1914A,K2.5V,SB*,118.7253,19.2363,189,07549+1914,,K2,5.5,11.0,,,,,,,,,,,,WDS_THE.csv,,0.23,,,,4.7,4.7,7.76,49.2443,20.307,0.805,0.63,07549+1914,,4
701,HD64468,Gaia DR3 670216834655936128,HD64468,HIP38657,GJ292.1,TIC293253336,-,-,J07549+1914A,K2.5V,SB*,118.7253,19.2363,189,,HIP38657,K2.5V+,6.615,11.0,161.2,0.27,,,,,,,,,,COMPOSITE,,0.23,,,323.98,3.0300000000000002,,7.76,49.2443,20.307,0.805,,07549+1914,,1
702,HD65430,Gaia DR3 670853314448533888,HD65430,HIP39064,GJ3471,TIC54234694,-,-,-,K0V,SB*,119.8914,20.8439,190,-,HIP39064,,7.7,,3138.0,0.38,,,4.55,57.2,,,,0.9,0.12,COMPOSITE,,,,,81.5,8.28,,7.647,41.687,23.988,0.795,,-,,1
703,HD65430,Gaia DR3 670853314448533888,HD65430,HIP39064,GJ3471,TIC54234694,-,-,-,K0V,SB*,119.8914,20.8439,190,-,HIP39064,,,,9.6,0.38,,,4.55,57.2,,,,0.9,0.12,Qier_An+25,2025ApJS..280...61A,,,,,0.17,,7.647,41.687,23.988,0.795,,-,,4
704,HD65430,Gaia DR3 670853314448533888,HD65430,HIP39064,GJ3471,TIC54234694,-,-,-,K0V,SB*,119.8914,20.8439,190,,HIP39064,K0V+,7.7,,3495.0,0.38,,,,,,,,,,Pourbaix+04,2002AJ....124.1144L,,,,86.0,8.89,,7.647,41.687,23.988,0.795,,-,,2
705,HD65430,Gaia DR3 670853314448533888,HD65430,HIP39064,GJ3471,TIC54234694,-,-,-,K0V,SB*,119.8914,20.8439,190,,HIP39064,K0V+,7.7,,3138.0,0.32,,,,,,,,,,Pourbaix+04,2002ApJS..141..503N,,,,77.0,8.28,,7.647,41.687,23.988,0.795,,-,,3
706,HD76780,Gaia DR3 685042030968334592,HD76780,HIP44097,-,TIC203219063,-,-,J08589+2110A,G5,PM*,134.7322,21.1663,193,08589+2110,,,8.4,13.9,,,,,,,,,,,,COMPOSITE,,0.29,,,,4.1,4.5,7.63,26.6067,37.585,1.025,0.63,08589+2110,,1
707,HD76780,Gaia DR3 685042030968334592,HD76780,HIP44097,-,TIC203219063,-,-,J08589+2110A,G5,PM*,134.7322,21.1663,193,08589+2110,,,8.4,13.9,,,,,,,,,,,,WDS_THE.csv,,0.29,,,,4.1,4.5,7.63,26.6067,37.585,1.025,0.63,08589+2110,,3
708,HD76780,Gaia DR3 685042030968334592,HD76780,HIP44097,-,TIC203219063,-,-,J08589+2110A,G5,PM*,134.7322,21.1663,193,08589+2110,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.63,26.6067,37.585,1.025,,08589+2110,,2
709,HD75732,Gaia DR3 704967037090946688,HD75732,HIP43587,GJ324A,TIC332064670,-,55Cnc+rhoCnc+rho01Cnc,J08526+2820A,K0IV-V,PM*,133.1492,28.3308,198,08526+2820,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,5.951,79.4482,12.587,0.959,,08526+2820,,2
710,HD75732,Gaia DR3 704967037090946688,HD75732,HIP43587,GJ324A,TIC332064670,-,55Cnc+rhoCnc+rho01Cnc,J08526+2820A,K0IV-V,PM*,133.1492,28.3308,198,08526+2820,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,5.951,79.4482,12.587,0.959,,08526+2820,,1
711,HD74057,Gaia DR3 709910784966516992,HD74057,HIP42753,-,TIC332146607,-,-,-,F8,SB*,130.6926,31.8626,199,,HIP42753,G0+G0,7.9,7.98,31.3,0.47,,,,,,,,,,Pourbaix+04,2012AJ....143....5S,1.05,,,63.59,0.26,,7.198,20.4023,49.014,1.065,92.9,-,,2
712,HD74057,Gaia DR3 709910784966516992,HD74057,HIP42753,-,TIC332146607,-,-,-,F8,SB*,130.6926,31.8626,199,,HIP42753,G0+G0,7.9,7.98,31.3,0.47,,,,,,,,,,COMPOSITE,,1.05,,,63.59,0.26,,7.198,20.4023,49.014,1.065,92.9,-,,1
713,HD75353A,Gaia DR3 716546681236997888,HD75353A,-,-,TIC284928216,-,-,J08508+3504A,-,PM*,132.6844,35.071,205,08508+3504,HIP43426,,7.59,7.76,804.0,0.89,,2.0,,87.85,,,,,,COMPOSITE,,0.97,277.9,2337.0,196.15,3.5,,7.531,18.1756,55.019,1.005,85.51,08508+3504,,1
714,HD75353A,Gaia DR3 716546681236997888,HD75353A,-,-,TIC284928216,-,-,J08508+3504A,-,PM*,132.6844,35.071,205,08508+3504,,,6.86,,804.0,,,2.0,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.531,18.1756,55.019,1.005,,08508+3504,,2
715,HD75353A,Gaia DR3 716546681236997888,HD75353A,-,-,TIC284928216,-,-,J08508+3504A,-,PM*,132.6844,35.071,205,08508+3504,,,7.6,7.8,804.0,0.89,,2.0,,88.0,,,,,,StelleDoppie,ORB6,0.96,278.0,2337.0,196.0,,,7.531,18.1756,55.019,1.005,83.18,08508+3504,,4
716,HD75353A,Gaia DR3 716546681236997888,HD75353A,-,-,TIC284928216,-,-,J08508+3504A,-,PM*,132.6844,35.071,205,08508+3504,,F8,7.59,7.76,,,,,,,,,,,,WDS_THE.csv,,0.97,,,,3.5,3.5,7.531,18.1756,55.019,1.005,85.51,08508+3504,,5
717,HD75353A,Gaia DR3 716546681236997888,HD75353A,-,-,TIC284928216,-,-,J08508+3504A,-,PM*,132.6844,35.071,205,08508+3504,HIP43426,,7.59,7.76,804.0,0.89,,,,87.7,,,,,,ORB6,Kiy2020,0.97,277.8,,196.3,,,7.531,18.1756,55.019,1.005,85.51,08508+3504,,3
718,HD77407,Gaia DR3 718976395775952256,HD77407,HIP44458,-,TIC88646759,-,-,J09035+3750A,G0V,PM*,135.8628,37.841,207,09035+3750,,G0V+M3/6V,5.5,7.7,,,,,,,,,,,,WDS_THE.csv,,0.56,,,,1.7,1.7,7.063,33.1686,30.149,0.925,13.18,09035+3750,,3
719,HD77407,Gaia DR3 718976395775952256,HD77407,HIP44458,-,TIC88646759,-,-,J09035+3750A,G0V,PM*,135.8628,37.841,207,09035+3750,,G0V+M3/6V,5.5,7.7,,,,,,,,,,,,COMPOSITE,,0.56,,,,1.7,1.7,7.063,33.1686,30.149,0.925,13.18,09035+3750,,1
720,HD77407,Gaia DR3 718976395775952256,HD77407,HIP44458,-,TIC88646759,-,-,J09035+3750A,G0V,PM*,135.8628,37.841,207,09035+3750,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.063,33.1686,30.149,0.925,,09035+3750,,2
721,HD89125A,Gaia DR3 725398123501434496,HD89125A,HIP50384,GJ387+GJ387A,TIC95360514,-,39Leo+39LeoA,J10172+2306A,F6V,PM*,154.3106,23.1062,210,10172+2306,,F6V+M1.5,5.8,11.3,,,,,,,,,,,,WDS_THE.csv,,0.27,,,,6.8,7.8,5.813,44.9008,22.271,0.955,0.63,10172+2306,,2
722,HD89125A,Gaia DR3 725398123501434496,HD89125A,HIP50384,GJ387+GJ387A,TIC95360514,-,39Leo+39LeoA,J10172+2306A,F6V,PM*,154.3106,23.1062,210,10172+2306,,F6V+M1.5,5.8,11.3,,,,,,,,,,,,COMPOSITE,,0.27,,,,6.8,7.8,5.813,44.9008,22.271,0.955,0.63,10172+2306,,1
723,35Leo,Gaia DR3 725469767850488064,HD89010,HIP50319,-,TIC95360265,-,35Leo,J10167+2325B,G1.5IV-V,PM*,154.1345,23.5031,211,10167+2325,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,5.963,33.7721,29.61,1.175,,10167+2325,,2
724,35Leo,Gaia DR3 725469767850488064,HD89010,HIP50319,-,TIC95360265,-,35Leo,J10167+2325B,G1.5IV-V,PM*,154.1345,23.5031,211,10167+2325,,G1.5IV-V,4.4,7.1,,,,,,,,,,,,COMPOSITE,,0.63,,,,0.1,0.1,5.963,33.7721,29.61,1.175,8.32,10167+2325,,1
725,35Leo,Gaia DR3 725469767850488064,HD89010,HIP50319,-,TIC95360265,-,35Leo,J10167+2325B,G1.5IV-V,PM*,154.1345,23.5031,211,10167+2325,,G1.5IV-V,4.4,7.1,,,,,,,,,,,,WDS_THE.csv,,0.63,,,,0.1,0.1,5.963,33.7721,29.61,1.175,8.32,10167+2325,,3
726,HD89055,Gaia DR3 727103367251735040,HD89055,HIP50355,-,TIC1043986,-,-,J10169+2552A,G0V,PM*,154.236,25.8607,212,10169+2552,,G0V,7.64,15.5,,,,,,,,,,,,WDS_THE.csv,,0.15,,,,8.8,9.0,7.573,26.721,37.424,0.915,0.07,10169+2552,,3
727,HD89055,Gaia DR3 727103367251735040,HD89055,HIP50355,-,TIC1043986,-,-,J10169+2552A,G0V,PM*,154.236,25.8607,212,10169+2552,,,7.64,15.5,,,,,,,,,,,,COMPOSITE,,0.15,,,,8.8,,7.573,26.721,37.424,0.915,,10169+2552,,1
728,HD89055,Gaia DR3 727103367251735040,HD89055,HIP50355,-,TIC1043986,-,-,J10169+2552A,G0V,PM*,154.236,25.8607,212,10169+2552,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,7.573,26.721,37.424,0.915,,10169+2552,,2
729,24LMi,Gaia DR3 741184091114529792,HD88986,HIP50316,-,TIC1042868,-,24LMi,-,G2V,PM*,154.117,28.6825,214,-,HIP50316,,,,175.0,0.51,,,35.0,119.0,,,,1.2,0.24,Qier_An+25,2025ApJS..280...61A,,,,,0.96,,6.47,29.9864,33.348,1.055,,-,,2
730,24LMi,Gaia DR3 741184091114529792,HD88986,HIP50316,-,TIC1042868,-,24LMi,-,G2V,PM*,154.117,28.6825,214,-,HIP50316,,,,175.0,0.51,,,35.0,119.0,,,,1.2,0.24,COMPOSITE,,,,,,0.96,,6.47,29.9864,33.348,1.055,,-,,1
731,HD86728,Gaia DR3 746545172372256384,HD86728,HIP49081,GJ376+GJ376A,TIC172954294,-,20LMi+20LMiA,J10010+3155A,G3VaHdel1,PM*,150.2527,31.9237,215,10010+3155,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,5.38,66.9958,14.926,0.97,,10010+3155,,2
732,HD86728,Gaia DR3 746545172372256384,HD86728,HIP49081,GJ376+GJ376A,TIC172954294,-,20LMi+20LMiA,J10010+3155A,G3VaHdel1,PM*,150.2527,31.9237,215,10010+3155,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,5.38,66.9958,14.926,0.97,,10010+3155,,1
733,HD97334,Gaia DR3 761919883981626752,HD97334,HIP54745,GJ417+GJ417A,TIC85335212,-,-,J11125+3549A,G2,BY*,168.1348,35.8141,218,11125+3549,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.405,44.0583,22.697,1.065,,11125+3549,,4
734,HD97334,Gaia DR3 761919883981626752,HD97334,HIP54745,GJ417+GJ417A,TIC85335212,-,-,J11125+3549A,G2,BY*,168.1348,35.8141,218,11125+3549,,,18.58,19.65,15.7,0.11,,,,102.9,,,,,,ORB6,Dup2017,0.83,101.06,2029.64,348.0,,,6.405,44.0583,22.697,1.065,37.33,11125+3549,,3
735,HD97334,Gaia DR3 761919883981626752,HD97334,HIP54745,GJ417+GJ417A,TIC85335212,-,-,J11125+3549A,G2,BY*,168.1348,35.8141,218,11125+3549,,,,,15.7,,,0.13,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.405,44.0583,22.697,1.065,,11125+3549,,2
736,HD97334,Gaia DR3 761919883981626752,HD97334,HIP54745,GJ417+GJ417A,TIC85335212,-,-,J11125+3549A,G2,BY*,168.1348,35.8141,218,11125+3549,,,18.58,19.65,15.7,0.11,,0.13,,102.9,,,,,,COMPOSITE,,0.83,101.06,2029.64,348.0,,,6.405,44.0583,22.697,1.065,,11125+3549,,1
737,HD100167,Gaia DR3 770810466284247936,HD100167,HIP56257,-,TIC18065952,-,-,-,F8,SB*,172.9746,41.4394,219,,HIP56257,G0V+,7.35,,60.6,0.68,,,,,,,,,,Pourbaix+04,2013AJ....145..111F,,,,20.66,0.44,,7.349,28.7035,34.839,0.995,,-,,2
738,HD100167,Gaia DR3 770810466284247936,HD100167,HIP56257,-,TIC18065952,-,-,-,F8,SB*,172.9746,41.4394,219,,HIP56257,G0V+,7.35,,60.6,0.68,,,,,,,,,,COMPOSITE,,,,,20.66,0.44,,7.349,28.7035,34.839,0.995,,-,,1
739,HD101177A,Gaia DR3 773861404893710208,HD101177A,HIP56809A,GJ433.2A+GJ9370A,TIC393884179,-,-,J11387+4507A,G0V,PM*,174.6871,45.1084,220,11387+4507,HIP56809,G0V           ,6.53,8.23,2050.0,0.05,43.01,10.33,,,,,,,,Malkov+12,2012A&A...546A..69M,0.68,,,,,,6.29,42.9391,23.289,1.013,20.89,11387+4507,,3
740,HD101177A,Gaia DR3 773861404893710208,HD101177A,HIP56809A,GJ433.2A+GJ9370A,TIC393884179,-,-,J11387+4507A,G0V,PM*,174.6871,45.1084,220,11387+4507,,G0V+K2V,6.53,8.23,,,,,,,,,,,,WDS_THE.csv,,0.68,,,,8.8,8.8,6.29,42.9391,23.289,1.013,20.89,11387+4507,,6
741,HD101177A,Gaia DR3 773861404893710208,HD101177A,HIP56809A,GJ433.2A+GJ9370A,TIC393884179,-,-,J11387+4507A,G0V,PM*,174.6871,45.1084,220,11387+4507,,,6.29,,1584.4,,,13.88,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.29,42.9391,23.289,1.013,,11387+4507,,2
742,HD101177A,Gaia DR3 773861404893710208,HD101177A,HIP56809A,GJ433.2A+GJ9370A,TIC393884179,-,-,J11387+4507A,G0V,PM*,174.6871,45.1084,220,11387+4507,,,6.53,8.23,1584.0,0.63,,13.8,,108.0,,,,,,StelleDoppie,ORB6,0.68,288.0,1549.0,273.0,,,6.29,42.9391,23.289,1.013,20.89,11387+4507,,5
743,HD101177A,Gaia DR3 773861404893710208,HD101177A,HIP56809A,GJ433.2A+GJ9370A,TIC393884179,-,-,J11387+4507A,G0V,PM*,174.6871,45.1084,220,11387+4507,HIP56809,,6.53,8.23,1584.4,0.63,,13.8,,108.345,,,,,,COMPOSITE,,0.68,288.095,1549.0,273.41999999999996,8.8,,6.29,42.9391,23.289,1.013,20.89,11387+4507,,1
744,HD101177A,Gaia DR3 773861404893710208,HD101177A,HIP56809A,GJ433.2A+GJ9370A,TIC393884179,-,-,J11387+4507A,G0V,PM*,174.6871,45.1084,220,11387+4507,HIP56809,,6.53,8.23,1584.4,0.63,,,,108.69,,,,,,ORB6,Izm2019,0.68,288.19,1549.0,273.84,,,6.29,42.9391,23.289,1.013,20.89,11387+4507,,4
745,11LMi,Gaia DR3 798068905726303232,HD82885,HIP47080,GJ356A,TIC8915802,-,11LMi,J09357+3549A,G8Va,RS*,143.9146,35.8101,225,09357+3549,,,4.8,12.5,241.0,0.98,,7.2,,107.0,,,,,,StelleDoppie,ORB6,0.16,13.0,1941.0,115.0,,,5.395,89.0092,11.235,0.938,0.08,09357+3549,,5
746,11LMi,Gaia DR3 798068905726303232,HD82885,HIP47080,GJ356A,TIC8915802,-,11LMi,J09357+3549A,G8Va,RS*,143.9146,35.8101,225,09357+3549,HIP47080,G8V           ,4.8,12.5,201.0,0.88,87.96,3.84,,,,,,,,Malkov+12,2012A&A...546A..69M,0.16,,,,,,5.395,89.0092,11.235,0.938,0.08,09357+3549,,3
747,11LMi,Gaia DR3 798068905726303232,HD82885,HIP47080,GJ356A,TIC8915802,-,11LMi,J09357+3549A,G8Va,RS*,143.9146,35.8101,225,09357+3549,,G8V,4.8,12.5,,,,,,,,,,,,WDS_THE.csv,,0.16,,,,5.9,7.3,5.395,89.0092,11.235,0.938,0.08,09357+3549,,6
748,11LMi,Gaia DR3 798068905726303232,HD82885,HIP47080,GJ356A,TIC8915802,-,11LMi,J09357+3549A,G8Va,RS*,143.9146,35.8101,225,09357+3549,HIP47080,,4.8,12.5,241.2,0.98,,,,107.45,,,,,,ORB6,Izm2019,0.16,12.74,1941.75,114.76,,,5.395,89.0092,11.235,0.938,0.08,09357+3549,,4
749,11LMi,Gaia DR3 798068905726303232,HD82885,HIP47080,GJ356A,TIC8915802,-,11LMi,J09357+3549A,G8Va,RS*,143.9146,35.8101,225,09357+3549,,,5.4,,241.2,,,7.18,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,5.395,89.0092,11.235,0.938,,09357+3549,,2
750,11LMi,Gaia DR3 798068905726303232,HD82885,HIP47080,GJ356A,TIC8915802,-,11LMi,J09357+3549A,G8Va,RS*,143.9146,35.8101,225,09357+3549,HIP47080,,4.8,12.5,241.1,0.98,,7.18,,107.225,,,,,,COMPOSITE,,0.16,12.870000000000001,1941.375,114.88,5.9,,5.395,89.0092,11.235,0.938,0.08,09357+3549,,1
751,HD89269,Gaia DR3 806000816970521728,HD89269,HIP50505,GJ3593,TIC39777146,-,-,J10189+4403A,G4V,PM*,154.7164,44.0483,227,10189+4403,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,6.628,49.5415,20.185,0.855,,10189+4403,,1
752,HD89269,Gaia DR3 806000816970521728,HD89269,HIP50505,GJ3593,TIC39777146,-,-,J10189+4403A,G4V,PM*,154.7164,44.0483,227,10189+4403,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.628,49.5415,20.185,0.855,,10189+4403,,2
753,HD88230,Gaia DR3 823773494718931968,HD88230,HIP49908,GJ380,TIC371520835,-,-,J10114+4927A,K6VeFe-1,PM*,152.8422,49.4542,230,10114+4927,,,,,,,,,,,,,,,,COMPOSITE,,,,,,,,6.6,205.3148,4.871,0.638,,10114+4927,,1
754,HD88230,Gaia DR3 823773494718931968,HD88230,HIP49908,GJ380,TIC371520835,-,-,J10114+4927A,K6VeFe-1,PM*,152.8422,49.4542,230,10114+4927,,,,,,,,,,,,,,,,StelleDoppie,ORB6,,,,,,,6.6,205.3148,4.871,0.638,,10114+4927,,2
755,HD92855,Gaia DR3 829777377964973952,HD92855,HIP52498,-,TIC150276644,-,-,J10435+4612B,F9V,SB*,161.0026,46.2067,232,10435+4612,,F9V,5.89,10.46,,,,,,,,,,,,WDS_THE.csv,,0.37,,,,2.7,2.7,7.28,27.2631,36.68,1.055,1.49,10435+4612,,4
756,HD92855,Gaia DR3 829777377964973952,HD92855,HIP52498,-,TIC150276644,-,-,J10435+4612B,F9V,SB*,161.0026,46.2067,232,,HIP52498,F9V+,7.28,,5.7,0.32,,,,,,,,,,Pourbaix+04,2012MNRAS.422...14H,,,,104.62,0.09,,7.28,27.2631,36.68,1.055,,10435+4612,,2
757,HD92855,Gaia DR3 829777377964973952,HD92855,HIP52498,-,TIC150276644,-,-,J10435+4612B,F9V,SB*,161.0026,46.2067,232,,HIP52498,F9V+,7.28,10.46,5.7,0.32,,,,,,,,,,COMPOSITE,,0.37,,,104.81,0.09,,7.28,27.2631,36.68,1.055,,10435+4612,,1
758,HD92855,Gaia DR3 829777377964973952,HD92855,HIP52498,-,TIC150276644,-,-,J10435+4612B,F9V,SB*,161.0026,46.2067,232,,HIP52498,F9V+,7.28,,5.7,0.32,,,,,,,,,,Pourbaix+04,1994AstL...20..717T,,,,105.0,0.09,,7.28,27.2631,36.68,1.055,,10435+4612,,3
759,HD90508A,Gaia DR3 834571523536798848,HD90508A,-,GJ392A,-,-,-,J10281+4847A,-,PM*,157.0162,48.7849,234,10281+4847,HIP51248,F9V           ,6.44,7.38,765.0,0.53,43.65,7.08,,,,,,,,Malkov+12,2012A&A...546A..69M,0.75,,,,,,6.442,43.4944,22.991,0.936,42.07,10281+4847,,4
760,HD90508A,Gaia DR3 834571523536798848,HD90508A,-,GJ392A,-,-,-,J10281+4847A,-,PM*,157.0162,48.7849,234,10281+4847,,,6.42,,80.6,,,8.46,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,6.442,43.4944,22.991,0.936,,10281+4847,,2
761,HD90508A,Gaia DR3 834571523536798848,HD90508A,-,GJ392A,-,-,-,J10281+4847A,-,PM*,157.0162,48.7849,234,10281+4847,,,,,590.0,0.0,,,,81.0,,,,,,Drummond+14,2014AJ....147...65D,,16.0,1958.0,0.0,,,6.442,43.4944,22.991,0.936,,10281+4847,,3
762,HD90508A,Gaia DR3 834571523536798848,HD90508A,-,GJ392A,-,-,-,J10281+4847A,-,PM*,157.0162,48.7849,234,10281+4847,HIP51248,,6.4,12.6,80.6,0.99,,,,95.28,,,,,,ORB6,Izm2019,0.22,178.81,1981.11,284.67,,,6.442,43.4944,22.991,0.936,0.33,10281+4847,,5
763,HD90508A,Gaia DR3 834571523536798848,HD90508A,-,GJ392A,-,-,-,J10281+4847A,-,PM*,157.0162,48.7849,234,10281+4847,,,6.4,12.6,81.0,0.99,,8.5,,95.0,,,,,,StelleDoppie,ORB6,0.22,178.0,1981.0,284.0,,,6.442,43.4944,22.991,0.936,0.33,10281+4847,,6
764,HD90508A,Gaia DR3 834571523536798848,HD90508A,-,GJ392A,-,-,-,J10281+4847A,-,PM*,157.0162,48.7849,234,10281+4847,,F9V,6.4,12.6,,,,,,,,,,,,WDS_THE.csv,,0.22,,,,3.9,3.9,6.442,43.4944,22.991,0.936,0.33,10281+4847,,7
765,HD90508A,Gaia DR3 834571523536798848,HD90508A,-,GJ392A,-,-,-,J10281+4847A,-,PM*,157.0162,48.7849,234,10281+4847,,F9V,6.4,12.6,81.0,0.76,,8.46,,95.0,,,,,,COMPOSITE,,0.22,178.0,1981.0,284.0,3.9,3.9,6.442,43.4944,22.991,0.936,0.33,10281+4847,,1
766,HD96527A,Gaia DR3 842504568651372928,HD96527A,-,-,TIC318363572,-,-,J11080+5249A,-,PM*,167.0002,52.8216,238,11080+5249,,,7.36,,3156.4,,,13.54,,,,,,,,Chulkov+22,2022MNRAS.517.2925C,,,,,,,7.36,17.5679,56.922,1.105,,11080+5249,,2
767,HD96527A,Gaia DR3 842504568651372928,HD96527A,-,-,TIC318363572,-,-,J11080+5249A,-,PM*,167.0002,52.8216,238,11080+5249,HIP54407,,7.65,9.03,3156.4,0.73,,,,96.96,,,,,,ORB6,Izm2019,0.8,134.18,2370.07,247.56,,,7.36,17.5679,56.922,1.105,28.05,11080+5249,,3
768,HD96527A,Gaia DR3 842504568651372928,HD96527A,-,-,TIC318363572,-,-,J11080+5249A,-,PM*,167.0002,52.8216,238,11080+5249,,F8V,7.65,9.03,,,,,,,,,,,,WDS_THE.csv,,0.8,,,,4.4,5.5,7.36,17.5679,56.922,1.105,28.05,11080+5249,,4
769,HD96527A,Gaia DR3 842504568651372928,HD96527A,-,-,TIC318363572,-,-,J11080+5249A,-,PM*,167.0002,52.8216,238,11080+5249,HIP54407,,7.65,9.03,3156.4,0.73,,13.54,,96.96,,,,,,COMPOSITE,,0.8,134.18,2370.07,247.56,4.4,,7.36,17.5679,56.922,1.105,28.05,11080+5249,,1
770,HD100203,Gaia DR3 859479413275804928,HD100203,HIP56290,GJ431.1,TIC100011351,-,-,J11323+6105AB,F8VmF5,**,173.0863,61.0825,243,,HIP56290,,5.69,7.55,73.0,0.4,,0.79,,46.415,2.05,2.34,1.1,,,COMPOSITE,,0.8,81.41,1981.91,132.57,0.5,,5.465,35.3757,28.268,1.235,,11323+6105,,1
