,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,plx,distance,pmra,pmdec,gmag,bp_rp,bmag,vmag,rv_sys,season_length_1.5,eff_nights_1.5,eff_airmass_mean_1.5,eff_seeing_1.5,tyr_rise_1.5,tyr_set_1.5,season_length_1.75,eff_nights_1.75,eff_airmass_mean_1.75,eff_seeing_1.75,tyr_rise_1.75,tyr_set_1.75,SG_NGT_Jan,SG_NGT_Feb,SG_NGT_Mar,SG_NGT_Apr,SG_NGT_May,SG_NGT_Jun,SG_NGT_Jul,SG_NGT_Aug,SG_NGT_Sep,SG_NGT_Oct,SG_NGT_Nov,SG_NGT_Dec
59,HD38007,Gaia DR3 215521394490842624,HD38007,HIP27165,-,TIC311386419,-,-,-,G0,PM*,86.3745,52.1612,21.3725,46.789,82.789,-181.517,6.697135,0.806248,0.0,6.817,49.74,248.0,173.0,1.1336,1.0098,2025.620548,2026.30274,267.0,189.0,1.1673,1.0082,2025.59589,2026.330137,8.795,6.704,4.451,2.14,0.217,0.0,0.011,1.364,3.649,5.932,8.265,9.217
60,HD37693,Gaia DR3 215599288018509824,HD37693,HIP26974,-,TIC311223680,-,-,-,G0,PM*,85.8619,52.4888,32.324,30.937,246.578,22.351,6.993804,0.782615,7.755,7.152,-25.67,247.0,172.0,1.1348,1.0111,2025.620548,2026.3,267.0,189.0,1.1698,1.0088,2025.593151,2026.327397,8.456,6.204,3.951,1.64,0.058,0.0,0.109,1.864,4.149,6.432,8.657,9.217
61,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,22.0746,45.301,-66.847,8.3,7.344981,0.744497,0.0,7.432,,246.0,176.0,1.0542,0.9469,2025.549315,2026.226027,260.0,187.0,1.0817,0.9532,2025.530137,2026.245205,6.269,3.954,1.701,0.067,0.0,0.005,1.268,3.614,5.899,8.086,8.717,8.41
62,HD22692B,Gaia DR3 218231518853187840,HD22692B,-,-,-,-,-,J03401+3407B,-,PM*,55.0306,34.1167,22.0862,45.277,-78.585,17.513,7.458622,0.689502,0.0,7.541,,246.0,176.0,1.0542,0.9469,2025.549315,2026.226027,260.0,187.0,1.0817,0.9532,2025.530137,2026.245205,6.269,3.954,1.701,0.067,0.0,0.005,1.268,3.614,5.899,8.086,8.717,8.41
63,HD21847,Gaia DR3 221991882981235072,HD21847,HIP16517,-,TIC90665203,-,-,J03327+3540AB,F8,**,53.1663,35.6593,19.3876,51.579,131.049,-59.83,7.179066,0.645181,7.789,7.29,29.55,246.0,176.0,1.0561,0.9475,2025.546575,2026.223288,261.0,188.0,1.0853,0.9543,2025.524658,2026.242466,6.302,3.987,1.734,0.076,0.0,0.007,1.302,3.647,5.932,8.129,8.783,8.46
64,HD23596,Gaia DR3 224870885460646016,HD23596,HIP17747,-,TIC201266092,-,-,J03480+4032A,F8,PM*,57.0016,40.5306,19.3247,51.747,52.742,21.74,7.117993,0.744736,7.852,7.261,-10.03,247.0,176.0,1.0696,0.9558,2025.552055,2026.231507,263.0,189.0,1.0999,0.9621,2025.530137,2026.253425,6.885,4.571,2.317,0.298,0.0,0.0,0.905,3.231,5.516,7.797,8.95,8.809
65,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,47.1878,21.192,164.829,-201.403,5.403285,0.678826,6.041,5.522,25.95,247.0,175.0,1.0623,0.9554,2025.565753,2026.245205,262.0,188.0,1.0917,0.9596,2025.543836,2026.264384,6.835,4.521,2.267,0.274,0.0,0.0,0.862,3.181,5.466,7.746,8.85,8.725
66,HD25893A,Gaia DR3 225709641034907264,HD25893A,-,GJ160.1A,TIC664915372,-,-,J04076+3804A,-,PM*,61.8932,38.0745,47.325,21.13,176.898,-222.712,7.03514,0.989986,0.0,7.219,27.67,246.0,174.0,1.0609,0.955,2025.565753,2026.242466,262.0,188.0,1.0917,0.9596,2025.543836,2026.264384,6.835,4.521,2.267,0.274,0.0,0.0,0.862,3.181,5.466,7.746,8.85,8.725
67,HD25444A,Gaia DR3 226778843075710976,HD25444A,-,-,-,-,-,J04041+3931A,-,PM*,61.0296,39.5097,29.4244,33.985,147.277,-96.299,7.180916,0.850948,0.0,7.306,29.47,247.0,175.0,1.0662,0.9568,2025.563014,2026.242466,263.0,189.0,1.097,0.9618,2025.541096,2026.264384,6.869,4.554,2.301,0.29,0.0,0.0,0.89,3.214,5.499,7.78,8.917,8.781
68,HD27495,Gaia DR3 227589290522957440,HD27495,HIP20395,-,TIC288415285,-,-,J04220+3956A,F8,PM*,65.501,39.934,18.5186,54.0,-23.376,-116.802,6.887434,0.760767,7.633,7.02,-13.98,247.0,174.0,1.0674,0.9605,2025.573973,2026.253425,263.0,188.0,1.0981,0.964,2025.552055,2026.275342,7.369,5.054,2.801,0.591,0.0,0.0,0.512,2.714,4.999,7.282,8.867,8.897
69,HD20427,Gaia DR3 235526768040172672,HD20427,-,-,TIC178103825,-,-,-,F5,PM*,49.6332,38.4587,16.362,61.117,127.635,-71.974,7.217858,0.660677,7.799,7.333,38.37,247.0,177.0,1.0637,0.9489,2025.535616,2026.215068,263.0,191.0,1.0943,0.9577,2025.513699,2026.236986,6.352,4.037,1.784,0.089,0.0,0.01,1.335,3.681,5.966,8.175,8.867,8.525
70,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,22.1954,45.054,-193.364,-133.951,6.597098,0.761085,0.0,6.707,-37.32,248.0,177.0,1.0782,0.9591,2025.546575,2026.228767,264.0,191.0,1.1081,0.9658,2025.524658,2026.250685,6.419,4.104,1.851,0.109,0.0,0.02,1.418,3.764,6.049,8.273,9.017,8.628
71,HD19769,Gaia DR3 240817446194974848,HD19769,HIP14922,-,TIC192693816,-,-,-,G0,PM*,48.1267,43.8606,23.2003,43.103,173.155,-23.33,7.430198,0.741406,8.129,7.58,12.11,248.0,179.0,1.0839,0.9586,2025.530137,2026.212329,265.0,193.0,1.1148,0.968,2025.508219,2026.236986,5.935,3.621,1.367,0.011,0.0,0.144,1.918,4.264,6.549,8.621,9.033,8.294
72,HD23050,Gaia DR3 243285849800883456,HD23050,HIP17409,-,TIC431871650,-,-,J03438+4236A,G0VgG1mF9,PM*,55.9487,42.6034,21.9519,45.554,364.516,-257.991,7.335686,0.771131,8.058,7.481,31.53,248.0,177.0,1.0784,0.9598,2025.549315,2026.231507,264.0,190.0,1.1084,0.9662,2025.527397,2026.253425,6.419,4.104,1.851,0.109,0.0,0.02,1.418,3.764,6.049,8.273,9.017,8.628
73,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,40.3275,24.797,339.301,-113.705,7.480358,1.075238,0.0,7.689,25.44,248.0,177.0,1.0942,0.9684,2025.549315,2026.231507,266.0,192.0,1.1272,0.9752,2025.524658,2026.256164,6.469,4.154,1.901,0.125,0.0,0.024,1.452,3.797,6.082,8.317,9.1,8.692
74,HD24421,Gaia DR3 251738448519542144,HD24421,HIP18366,-,TIC403085679,-,-,J03556+5214A,F8VmF1,PM*,58.9045,52.2268,25.2784,39.559,-119.879,108.832,6.686904,0.691982,7.32,6.828,-33.26,247.0,176.0,1.1327,0.9915,2025.557534,2026.236986,267.0,192.0,1.1667,0.9963,2025.530137,2026.264384,7.019,4.704,2.451,0.369,0.0,0.0,1.024,3.364,5.649,7.932,9.213,9.025
75,HD30649,Gaia DR3 254503754623418240,HD30649,HIP22596,GJ9168,TIC21240825,-,-,J04517+4550A,F9VgG1mF7,PM*,72.9316,45.8341,32.2304,31.027,372.127,-553.583,6.803674,0.777902,7.537,6.97,30.04,248.0,174.0,1.0928,0.9788,2025.590411,2026.272603,265.0,189.0,1.1245,0.9797,2025.565753,2026.294521,7.949,5.637,3.384,1.076,0.0,0.0,0.278,2.297,4.582,6.865,8.842,9.083
76,HD28005,Gaia DR3 257134507991047936,HD28005,HIP20800,-,TIC27936849,-,-,-,G0,PM*,66.8529,46.8532,33.1264,30.187,81.452,-302.287,6.57104,0.826358,7.412,6.731,34.85,248.0,175.0,1.0985,0.9771,2025.573973,2026.256164,265.0,189.0,1.1292,0.98,2025.552055,2026.280822,7.469,5.154,2.901,0.663,0.0,0.0,0.579,2.814,5.099,7.382,9.044,9.083
77,HD33580,Gaia DR3 262575540063728384,HD33580,HIP24397,-,TIC446109560,-,-,J05140+5126AB,F8,**,78.5072,51.4307,17.8075,56.156,66.678,-144.703,7.172844,0.79362,7.821,7.19,-35.42,247.0,173.0,1.1265,1.0019,2025.60411,2026.283562,267.0,190.0,1.1617,1.0009,2025.576712,2026.310959,8.002,5.687,3.434,1.124,0.0,0.0,0.302,2.347,4.632,6.915,8.919,9.183
78,HD37394,Gaia DR3 263916708025623680,HD37394,HIP26779,GJ211,TIC311063391,-,-,J05413+5329A,K0V,BY*,85.3347,53.4811,81.4987,12.27,2.804,-523.477,5.990948,1.009822,7.057,6.222,1.07,247.0,172.0,1.1428,1.0156,2025.620548,2026.3,267.0,189.0,1.1773,1.0129,2025.593151,2026.327397,8.456,6.204,3.951,1.64,0.058,0.0,0.109,1.864,4.149,6.432,8.657,9.217
79,18Cam,Gaia DR3 269413338450710016,HD36066,HIP25973,-,TIC321436233,-,18Cam,-,F8V,PM*,83.1408,57.2211,23.1463,43.203,110.898,-224.728,6.305798,0.749326,7.024,6.461,33.33,245.0,171.0,1.1751,1.0335,2025.617808,2026.291781,267.0,189.0,1.2103,1.0292,2025.587671,2026.321918,8.477,6.221,3.967,1.657,0.062,0.0,0.115,1.881,4.166,6.448,8.679,9.25
80,HD34575,Gaia DR3 281179246740400384,HD34575,HIP25094,-,TIC320790248,-,-,-,K0,PM*,80.5824,59.2779,32.5581,30.714,227.617,-283.762,6.910999,0.889212,7.853,7.097,-23.38,244.0,170.0,1.1963,1.0437,2025.612329,2026.283562,267.0,190.0,1.2314,1.0391,2025.582192,2026.316438,8.477,6.221,3.967,1.657,0.062,0.0,0.115,1.881,4.166,6.448,8.679,9.25
81,HD8274,Gaia DR3 289697747434140544,HD8274,-,-,TIC411630403,-,-,J01224+2205A,F8,*,20.603,22.0866,18.8841,52.955,-19.731,-10.302,7.099358,0.73042,7.808,7.242,-40.77,239.0,178.0,1.0513,0.9262,2025.475342,2026.132877,254.0,190.0,1.0796,0.9421,2025.453425,2026.152055,4.002,1.687,0.086,0.0,0.0,0.803,2.985,5.331,7.537,8.167,8.025,6.396
82,HD9091,Gaia DR3 290368930563348480,HD9091,HIP6975,-,TIC381319184,-,-,-,F8,PM*,22.4527,23.6904,21.2382,47.085,-49.508,-49.18,7.482495,0.743582,8.187,7.62,-51.04,241.0,179.0,1.0507,0.9279,2025.478082,2026.141096,256.0,192.0,1.0797,0.9435,2025.456164,2026.160274,4.052,1.737,0.101,0.0,0.0,0.848,3.035,5.381,7.599,8.267,8.105,6.446
83,HD9472,Gaia DR3 291701396922348672,HD9472,HIP7244,-,TIC18251910,-,-,-,G0,*,23.3293,23.9756,30.3791,32.917,-1.839,29.013,7.472661,0.821484,8.309,7.63,11.08,241.0,179.0,1.05,0.9284,2025.480822,2026.143836,256.0,191.0,1.079,0.9438,2025.458904,2026.163014,4.052,1.737,0.101,0.0,0.0,0.848,3.035,5.381,7.599,8.267,8.105,6.446
84,HD8574,Gaia DR3 297045096447719040,HD8574,HIP6643,-,TIC18121498,-,-,-,F8,PM*,21.3021,28.5667,22.3056,44.832,251.27,-157.57,6.999839,0.719343,8.12,7.12,18.4,244.0,182.0,1.049,0.9261,2025.469863,2026.141096,259.0,194.0,1.0778,0.9416,2025.447945,2026.160274,4.169,1.854,0.136,0.0,0.0,0.958,3.152,5.497,7.741,8.5,8.287,6.562
85,HD9224,Gaia DR3 297159754894750848,HD9224,HIP7090,-,TIC18224448,-,-,-,G0V,PM*,22.8314,29.4131,23.0041,43.471,178.121,-87.69,7.175961,0.781344,7.888,7.27,14.93,244.0,181.0,1.0484,0.9274,2025.475342,2026.146575,259.0,194.0,1.0769,0.9424,2025.453425,2026.165753,4.169,1.854,0.136,0.0,0.0,0.958,3.152,5.497,7.741,8.5,8.287,6.562
86,HD12051,Gaia DR3 304991163902854784,HD12051,HIP9269,GJ82.1,TIC284013790,-,-,J01591+3313A,G9V,PM*,29.7776,33.2097,40.4424,24.727,243.789,-351.616,6.948589,0.937706,7.911,7.138,-35.09,245.0,181.0,1.0516,0.9326,2025.489041,2026.163014,261.0,194.0,1.082,0.9475,2025.467123,2026.184932,4.752,2.437,0.401,0.0,0.0,0.598,2.735,5.081,7.366,8.656,8.605,7.146
87,HD11007,Gaia DR3 305334280250112896,HD11007,HIP8433,GJ3115,TIC20931913,-,-,-,F8V,PM*,27.1732,32.6902,36.0886,27.71,-167.798,296.869,5.634516,0.745917,6.345,5.785,-24.35,245.0,181.0,1.0509,0.9311,2025.483562,2026.157534,261.0,194.0,1.0811,0.9464,2025.461644,2026.179452,4.752,2.437,0.401,0.0,0.0,0.598,2.735,5.081,7.366,8.656,8.605,7.146
88,HD7228,Gaia DR3 314005922300046848,HD7228,HIP5682,-,TIC431365980,-,-,-,F5,PM*,18.2596,33.1549,15.5442,64.333,-108.04,-78.618,7.291489,0.684991,7.936,7.41,-20.49,246.0,184.0,1.052,0.9257,2025.458904,2026.135616,262.0,198.0,1.0816,0.9423,2025.436986,2026.157534,3.752,1.437,0.033,0.0,0.089,1.54,3.735,6.081,8.208,8.667,8.085,6.146
89,HD5750,Gaia DR3 314424045956125440,HD5750,-,-,TIC301941897,-,-,-,F5,PM*,14.8993,32.4921,23.9532,41.748,346.677,-40.658,6.898175,0.628775,7.453,7.018,23.73,246.0,185.0,1.051,0.9226,2025.450685,2026.127397,262.0,198.0,1.0803,0.9397,2025.428767,2026.149315,3.735,1.421,0.03,0.0,0.083,1.524,3.718,6.064,8.185,8.633,8.065,6.129
90,HD8909,Gaia DR3 315328531708809856,HD8909,HIP6862,-,TIC44629425,-,-,-,F5,PM*,22.0798,30.5577,20.9111,47.821,37.669,-65.559,6.790346,0.641921,7.747,6.912,-14.45,244.0,182.0,1.0481,0.9265,2025.472603,2026.143836,261.0,196.0,1.0805,0.9437,2025.447945,2026.165753,4.219,1.904,0.154,0.0,0.001,1.007,3.202,5.547,7.801,8.6,8.363,6.612
91,HD8745,Gaia DR3 322414398818886656,HD8745,HIP6752,-,TIC189358516,-,-,J01269+3730A,F8,PM*,21.7242,37.4922,18.4112,54.315,-12.799,-81.951,7.409462,0.669853,8.046,7.52,-8.33,247.0,184.0,1.0603,0.9329,2025.467123,2026.146575,264.0,199.0,1.0917,0.9492,2025.442466,2026.168493,4.335,2.021,0.198,0.0,0.008,1.124,3.318,5.664,7.934,8.833,8.534,6.729
92,HD14348,Gaia DR3 324445853925182720,HD14348,HIP10868,-,TIC285175395,-,-,-,F5,PM*,34.9705,31.3375,16.5855,60.294,121.989,-91.404,7.054396,0.729914,7.764,7.19,-4.54,245.0,179.0,1.0506,0.9351,2025.50274,2026.176712,259.0,191.0,1.0776,0.947,2025.483562,2026.19589,5.219,2.904,0.715,0.0,0.0,0.266,2.202,4.547,6.832,8.501,8.6,7.61
93,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,91.6504,10.911,1151.935,-246.605,4.671057,0.83155,5.467,4.872,-6.32,246.0,180.0,1.0541,0.9366,2025.5,2026.176712,261.0,193.0,1.0831,0.9493,2025.478082,2026.19589,5.269,2.954,0.754,0.0,0.0,0.291,2.252,4.597,6.882,8.585,8.7,7.662
94,HD13531A,Gaia DR3 333053037107550080,HD13531A,HIP10339,-,TIC184737443,-,-,J02132+4030A,G7V,BY*,33.3056,40.5076,38.3338,26.087,59.158,-90.542,7.187335,0.874039,8.061,7.35,6.35,248.0,182.0,1.0708,0.9449,2025.494521,2026.176712,264.0,195.0,1.1004,0.9581,2025.472603,2026.19863,4.902,2.587,0.492,0.0,0.0,0.718,2.885,5.231,7.516,8.938,8.861,7.296
95,HD13507,Gaia DR3 333106054183616000,HD13507,HIP10321,-,TIC184735829,-,-,-,G5V,BY*,33.2291,40.6684,37.8945,26.389,68.849,-102.702,7.030241,0.84415,7.881,7.19,6.56,248.0,182.0,1.0713,0.9451,2025.494521,2026.176712,264.0,195.0,1.1008,0.9584,2025.472603,2026.19863,4.902,2.587,0.492,0.0,0.0,0.718,2.885,5.231,7.516,8.938,8.861,7.296
96,HD17922,Gaia DR3 336538454607430016,HD17922,HIP13528,-,TIC259386353,-,-,-,F5,SB*,43.5588,42.5888,33.5133,29.839,207.616,-81.992,6.76056,0.680185,7.406,6.898,23.8,248.0,180.0,1.0786,0.9536,2025.519178,2026.20137,264.0,193.0,1.1079,0.9638,2025.49726,2026.223288,5.919,3.604,1.351,0.01,0.0,0.144,1.918,4.264,6.549,8.615,9.017,8.277
97,HD16175,Gaia DR3 340028235795364864,HD16175,HIP12191,-,TIC422922274,-,-,-,G2,PM*,39.258,42.0626,16.667,59.999,-38.864,-41.234,7.143414,0.776866,7.926,7.297,21.84,248.0,181.0,1.0766,0.9504,2025.508219,2026.190411,265.0,195.0,1.1078,0.963,2025.486301,2026.215068,5.419,3.104,0.877,0.0,0.0,0.375,2.402,4.747,7.032,8.835,8.994,7.812
98,HD15830,Gaia DR3 340305381444650880,HD15830,HIP11949,-,TIC288497990,-,-,-,G0,PM*,38.5444,42.7853,31.241,32.009,406.406,-194.245,7.423834,0.844557,8.269,7.59,16.71,247.0,180.0,1.0778,0.951,2025.508219,2026.187671,265.0,195.0,1.1105,0.9642,2025.483562,2026.212329,5.419,3.104,0.877,0.0,0.0,0.385,2.418,4.764,7.049,8.852,9.009,7.812
99,HD11907,Gaia DR3 345679278885384320,HD11907,HIP9151,-,TIC67517270,-,-,-,F5,PM*,29.4812,40.7606,22.1592,45.128,124.663,-86.723,6.755178,0.638793,7.747,6.878,-8.09,247.0,182.0,1.07,0.9426,2025.486301,2026.165753,264.0,197.0,1.1009,0.9571,2025.461644,2026.187671,4.902,2.587,0.492,0.0,0.0,0.718,2.885,5.231,7.516,8.938,8.861,7.296
100,HD11926,Gaia DR3 345765551891443968,HD11926,HIP9172,-,TIC67517644,-,-,J01581+4123A,G5,*,29.5191,41.386,30.6505,32.626,-39.471,25.338,7.423224,0.834611,8.594,7.57,-14.83,248.0,183.0,1.0734,0.9447,2025.486301,2026.168493,265.0,197.0,1.1046,0.9592,2025.461644,2026.190411,4.902,2.587,0.492,0.0,0.0,0.718,2.885,5.231,7.516,8.938,8.861,7.296
101,HD9826,Gaia DR3 348020482735930112,HD9826,HIP7513,GJ61,TIC189576919,-,50And+upsAnd,J01368+4124A,F9V,PM*,24.1993,41.4055,74.194,13.478,-171.892,-381.815,3.966133,0.722924,4.625,4.096,-28.39,248.0,184.0,1.0732,0.9416,2025.472603,2026.154795,265.0,199.0,1.1037,0.9568,2025.447945,2026.176712,4.402,2.087,0.226,0.0,0.015,1.19,3.385,5.731,8.007,8.967,8.629,6.796
102,HD10307,Gaia DR3 348515297330773120,HD10307,HIP7918,GJ67+GJ67A+GJ67B,TIC327507922,-,-,J01418+4237AB,G1V,SB*,25.4464,42.6134,68.0244,14.701,824.761,-156.423,4.800438,0.80515,5.57,4.961,-0.11,248.0,184.0,1.0778,0.9447,2025.475342,2026.157534,265.0,198.0,1.1081,0.9596,2025.450685,2026.179452,4.435,2.121,0.24,0.0,0.017,1.207,3.402,5.747,8.026,9.017,8.669,6.829
103,HD10086,Gaia DR3 350664155368182656,HD10086,HIP7734,GJ65.1,TIC327349605,-,-,-,G5V,PM*,24.9001,45.8778,47.5821,21.016,217.426,-227.842,6.449255,0.844866,7.279,6.617,2.11,248.0,184.0,1.0929,0.9518,2025.472603,2026.154795,267.0,200.0,1.126,0.9682,2025.445205,2026.179452,4.469,2.154,0.255,0.0,0.024,1.257,3.452,5.797,8.078,9.1,8.721,6.862
104,HD13931,Gaia DR3 351537889154226816,HD13931,HIP10626,-,TIC292851928,-,-,-,G0,PM*,34.1974,43.773,21.1877,47.197,98.57,-183.408,7.468568,0.781325,8.238,7.61,30.28,248.0,182.0,1.0831,0.952,2025.49726,2026.179452,265.0,196.0,1.1139,0.9652,2025.472603,2026.20137,5.435,3.121,0.891,0.0,0.0,0.385,2.418,4.764,7.049,8.862,9.025,7.829
105,HD4903,Gaia DR3 361079760296360064,HD4903,HIP4005,-,TIC53701382,-,-,-,F8,PM*,12.8537,32.6571,18.0929,55.27,-101.864,-88.374,7.151955,0.699591,7.822,7.28,6.77,247.0,186.0,1.052,0.9221,2025.445205,2026.124658,263.0,200.0,1.0821,0.9388,2025.420548,2026.143836,3.752,1.437,0.033,0.0,0.089,1.54,3.735,6.081,8.208,8.667,8.085,6.146
106,HD3765,Gaia DR3 369092520004831232,HD3765,HIP3206,GJ28,TIC424009747,-,-,-,K2V,PM*,10.2053,40.1872,55.8412,17.908,356.318,-669.205,7.092674,1.113461,8.315,7.36,-63.32,250.0,190.0,1.0699,0.9298,2025.434247,2026.121918,268.0,205.0,1.1021,0.9477,2025.406849,2026.143836,3.385,1.071,0.0,0.0,0.381,2.157,4.352,6.697,8.66,8.883,7.752,5.779
107,HD4322,Gaia DR3 369194534069560320,HD4322,HIP3597,-,TIC115850723,-,-,-,F7IV/V,PM*,11.5135,40.8089,17.9002,55.865,88.157,-58.957,7.453451,0.651721,8.061,7.57,1.5,250.0,189.0,1.0723,0.9319,2025.436986,2026.124658,268.0,205.0,1.1046,0.9496,2025.409589,2026.146575,3.902,1.587,0.062,0.0,0.14,1.69,3.885,6.231,8.409,8.967,8.259,6.296
108,HD6611A,Gaia DR3 371518695489690496,HD6611A,HIP5276,-,TIC407339750,-,-,J01075+4116A,F5,SB*,16.8697,41.2589,19.1833,52.129,117.479,-55.231,7.119804,0.67647,7.741,7.24,19.19,248.0,186.0,1.0718,0.9357,2025.453425,2026.135616,267.0,202.0,1.1057,0.954,2025.426027,2026.160274,3.902,1.587,0.062,0.0,0.14,1.69,3.885,6.231,8.409,8.967,8.259,6.296
109,HD6963,Gaia DR3 373208954099200768,HD6963,HIP5521,-,TIC196692982,-,-,J01107+4256A,G7V,BY*,17.6746,42.9318,37.0946,26.958,-153.974,-200.052,7.484144,0.890579,8.391,7.66,-32.08,249.0,187.0,1.0798,0.9404,2025.453425,2026.138356,267.0,202.0,1.1114,0.9577,2025.428767,2026.163014,3.935,1.621,0.07,0.0,0.146,1.707,3.902,6.247,8.435,9.017,8.294,6.329
110,HD7590,Gaia DR3 373349657227961472,HD7590,HIP5944,-,TIC196841006,-,-,J01165+4256A,G0-V(k),BY*,19.1219,42.9394,41.3803,24.166,-112.415,-31.483,6.46461,0.75912,7.174,6.597,-13.12,249.0,186.0,1.0797,0.942,2025.458904,2026.143836,267.0,202.0,1.112,0.9585,2025.431507,2026.165753,4.435,2.121,0.24,0.0,0.017,1.207,3.402,5.747,8.026,9.017,8.669,6.829
111,HD5065,Gaia DR3 374163192752986240,HD5065,HIP4127,-,TIC283546449,-,-,-,G0,PM*,13.2156,40.2456,23.3078,42.904,-91.095,52.474,6.630751,0.747511,7.349,6.76,-73.68,249.0,188.0,1.0694,0.9316,2025.442466,2026.127397,267.0,203.0,1.1018,0.9492,2025.415068,2026.149315,3.885,1.571,0.058,0.0,0.134,1.674,3.868,6.214,8.387,8.933,8.24,6.279
112,HD5129,Gaia DR3 375707319395404928,HD5129,HIP4205,-,TIC196234276,-,-,-,G0,SB*,13.4191,43.3634,30.2178,33.093,283.896,-126.586,7.049873,0.765227,7.585,7.19,-0.79,250.0,189.0,1.0821,0.9389,2025.442466,2026.130137,268.0,204.0,1.1138,0.9559,2025.415068,2026.152055,3.935,1.621,0.07,0.0,0.146,1.707,3.902,6.247,8.435,9.017,8.294,6.329
113,HD1562,Gaia DR3 379582273249916416,HD1562,HIP1598,-,TIC194531699,-,-,J00200+3814A,G1V,PM*,5.0017,38.2274,40.4392,24.728,-141.31,-275.96,6.828241,0.795633,7.6,6.99,15.25,250.0,191.0,1.0633,0.9213,2025.420548,2026.108219,268.0,206.0,1.095,0.9399,2025.393151,2026.130137,3.352,1.039,0.0,0.0,0.359,2.124,4.318,6.664,8.609,8.823,7.718,5.746
114,HD3454,Gaia DR3 390077936372822912,HD3454,HIP2981,-,TIC191288300,-,-,-,F5,SB*,9.4875,47.4077,22.1226,45.203,110.318,-82.942,7.406939,0.662872,8.392,7.53,33.97,250.0,190.0,1.1016,0.9451,2025.431507,2026.119178,270.0,207.0,1.1345,0.9637,2025.40137,2026.143836,3.485,1.171,0.004,0.0,0.449,2.257,4.452,6.797,8.811,9.061,7.852,5.879
115,HD3079,Gaia DR3 390900439790625664,HD3079,HIP2712,GJ9016,TIC240644651,-,-,J00345+4755A,F8,PM*,8.6238,47.9155,20.9732,47.68,396.224,60.37,7.257348,0.712381,7.919,7.376,-12.1,251.0,191.0,1.1056,0.947,2025.428767,2026.119178,271.0,208.0,1.1386,0.9655,2025.39863,2026.143836,3.485,1.171,0.004,0.0,0.461,2.274,4.468,6.814,8.827,9.073,7.852,5.879
116,HD2057,Gaia DR3 392562179817077120,HD2057,HIP1987,-,TIC202438769,-,-,J00251+4803A,F8,SB*,6.2865,48.0474,20.6205,48.495,278.816,17.662,7.412349,0.771342,8.131,7.52,0.36,251.0,191.0,1.1058,0.9451,2025.423288,2026.113699,272.0,209.0,1.1402,0.9644,2025.390411,2026.138356,3.485,1.171,0.004,0.0,0.461,2.274,4.468,6.814,8.827,9.073,7.852,5.879
117,HD8907,Gaia DR3 396341196983414272,HD8907,HIP6878,-,TIC191770861,-,-,-,F8,PM*,22.1432,42.2677,29.9408,33.399,53.039,-97.592,6.537174,0.659765,7.147,6.667,8.73,248.0,185.0,1.0761,0.9418,2025.467123,2026.149315,267.0,201.0,1.1103,0.9592,2025.439726,2026.173973,4.419,2.104,0.233,0.0,0.017,1.207,3.402,5.747,8.025,9.0,8.652,6.812
118,HD10211,Gaia DR3 405434609118418560,HD10211,HIP7855,-,TIC309130111,-,-,-,F8,*,25.2527,49.104,15.2503,65.572,18.497,1.408,7.262058,0.762248,8.008,7.4,-29.9,248.0,184.0,1.1113,0.9622,2025.475342,2026.157534,268.0,201.0,1.1452,0.9783,2025.445205,2026.182192,4.502,2.187,0.27,0.0,0.029,1.29,3.485,5.831,8.113,9.167,8.766,6.896
119,HD10556,Gaia DR3 409293585696641920,HD10556,HIP8109,-,TIC71852020,-,-,-,F8,PM*,26.0586,54.8864,20.8882,47.874,-45.899,-5.812,7.13514,0.747129,7.858,7.272,4.16,247.0,183.0,1.1548,0.985,2025.478082,2026.157534,269.0,202.0,1.1893,1.0011,2025.445205,2026.184932,4.535,2.221,0.286,0.0,0.035,1.324,3.518,5.864,8.148,9.233,8.811,6.929
120,HD8054,Gaia DR3 409909484005053440,HD8054,HIP6306,-,TIC241018215,-,-,-,F5,SB*,20.2646,51.9837,20.8317,48.004,285.282,-103.109,7.499258,0.705413,8.173,7.62,14.55,248.0,185.0,1.1313,0.9689,2025.461644,2026.143836,269.0,203.0,1.1649,0.9863,2025.431507,2026.171233,4.519,2.204,0.278,0.0,0.032,1.307,3.502,5.847,8.131,9.2,8.789,6.912
