,PRIMARY,GAIA,HD,HIP,GJ,TIC,KIC,CSTL,WDS,SPTP,OBTP,RA,DEC,Ls,Ms,Rs,teff,logg,feh,age,Ls_lerr,Ms_lerr,Rs_lerr,teff_lerr,logg_lerr,feh_lerr,age_lerr,Ls_uerr,Ms_uerr,Rs_uerr,teff_uerr,logg_uerr,feh_uerr,age_uerr,Ls_origin,Ms_origin,Rs_origin,teff_origin,logg_origin,feh_origin,age_origin,HZ_period_inf,HZ_period_sup,HZ_amp_inf,HZ_amp_sup,vsini,logRHK,pmag,prot
45,HD29419,Gaia DR3 146677879098433152,HD29419,HIP21637,-,TIC118678954,-,-,-,G5V,PM*,69.7137,23.15,1.552,1.165,1.108,6120.0,4.406,0.16,0.98,0.121,0.03,0.021,70.0,0.02,0.04,0.6,0.121,0.02,0.021,54.0,0.02,0.04,0.88,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,629,1227,0.0538,0.0672,2.7,-4.523,,4.5
46,HD26710,Gaia DR3 150694566874541824,HD26710,-,-,TIC56628845,-,-,-,G2V,PM*,63.6341,26.2559,1.047,1.005,1.02,5780.0,4.411,0.08,4.85,0.08,0.04,0.02,55.0,0.02,0.05,1.9,0.08,0.03,0.02,53.0,0.03,0.05,1.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,6.1,,,5.9
47,HD25768,Gaia DR3 162480953568960256,HD25768,HIP19136,-,TIC348870795,-,-,-,F8,SB*,61.519,26.2118,2.359,1.125,1.31,6250.0,4.251,-0.05,3.95,0.187,0.02,0.024,71.0,0.01,0.0,0.6,0.187,0.02,0.024,60.0,0.02,0.0,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,,,,
48,HD26161,Gaia DR3 169149766470219520,HD26161,HIP19428,-,TIC467753728,-,-,J04096+3139A,G0,PM*,62.4119,31.6521,2.45,1.125,1.383,6140.0,4.196,-0.02,4.75,0.187,0.04,0.025,70.0,0.02,0.05,0.7,0.187,0.03,0.025,55.0,0.02,0.05,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,565,1122,0.0568,0.0713,1.3,-4.918,,10.5
49,HD30708,Gaia DR3 174156255225869440,HD30708,HIP22576,-,TIC96211765,-,-,-,G5,PM*,72.8727,35.8151,1.517,1.035,1.228,5780.0,4.266,0.17,7.85,0.114,0.03,0.023,65.0,0.02,0.04,1.2,0.114,0.03,0.023,42.0,0.02,0.04,1.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,421,889,0.0648,0.0831,,-4.95,,20.4
50,HD29645,Gaia DR3 175618983647633920,HD29645,HIP21847,-,TIC156157340,-,-,-,F9IV-V,PM*,70.4594,38.2802,3.238,1.275,1.687,5962.0,4.09,0.1,3.87,0.281,0.062,0.017,102.0,0.022,0.11,0.54,0.281,0.036,0.014,102.0,0.02,0.11,1.08,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,809,1523,0.0472,0.0582,,-5.186,,20.3
51,HD28620,Gaia DR3 178112641659509760,HD28620,HIP21167,-,TIC155401087,-,-,-,F5,*,68.0719,37.0432,3.289,1.055,1.518,6310.0,4.085,-0.38,5.65,0.245,0.07,0.025,76.0,0.03,0.16,1.5,0.245,0.09,0.025,54.0,0.03,0.16,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,454,940,0.0628,0.0801,,-5.162,,10.1
52,HD35681,Gaia DR3 182461725546788480,HD35681,HIP25580,-,TIC2944024,-,-,J05280+3346A,F7V,PM*,82.0039,33.7637,2.611,1.225,1.327,6370.0,4.281,0.09,2.15,0.192,0.02,0.024,40.0,0.02,0.04,0.5,0.192,0.03,0.024,82.0,0.02,0.04,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,727,1388,0.05,0.062,,-4.708,,4.5
53,HD33632,Gaia DR3 187247281185703296,HD33632,HIP24332,-,TIC187679739,-,-,J05133+3720A,F8V,PM*,78.3227,37.3373,1.37,1.07,1.074,6027.0,4.406,-0.2,2.24,0.116,0.04,0.009,101.0,0.023,0.08,1.09,0.116,0.034,0.01,101.0,0.019,0.08,1.48,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,471,966,0.0619,0.0786,,-4.774,,10.2
54,HD34411,Gaia DR3 188771135583573504,HD34411,HIP24813,GJ197,TIC409104974,-,15Aur+lamAur,J05191+4006A,G1.5IV-VFe-1,PM*,79.7853,40.0991,1.681,1.015,1.261,5854.0,4.24,0.06,8.15,0.068,0.01,0.02,13.0,0.02,0.01,0.8,0.068,0.02,0.02,13.0,0.02,0.01,0.5,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,389,838,0.067,0.0865,3.5,-4.83,50.0,19.6
55,HD36929A,Gaia DR3 194405990937384064,HD36929A,-,-,-,-,-,J05371+4150A,-,*,84.28,41.8283,2.339,1.085,1.317,6219.0,4.231,-0.15,4.75,0.06,0.01,0.01,21.0,0.003,0.01,0.1,0.06,0.01,0.01,11.0,0.003,0.01,0.2,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,GaiaDR3_gspspec,GaiaDR3_gspphot,GaiaDR3_gspspec,BRILLIANT_ISO_v005_logginput,503,1017,0.0601,0.076,,,,
56,HD31500A,Gaia DR3 199279271288398720,HD31500A,HIP23100,-,TIC121298627,-,-,J04582+4003A,F5,PM*,74.5541,40.0569,2.484,1.045,1.416,6090.0,4.151,-0.14,6.55,0.185,0.03,0.025,53.0,0.02,0.06,1.4,0.185,0.06,0.025,68.0,0.02,0.02,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,438,914,0.0638,0.0816,,,,
57,HD29587,Gaia DR3 204358907633155840,HD29587,HIP21832,-,TIC391095065,-,-,-,G2V,SB*,70.4013,42.1184,0.805,0.765,0.926,5680.0,4.408,-0.58,13.25,0.058,0.01,0.017,42.0,0.01,0.02,0.7,0.058,0.01,0.017,57.0,0.02,0.02,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,148,350,0.1081,0.1441,2.7,-4.934,,23.0
58,HD37008,Gaia DR3 215395053733297024,HD37008,HIP26505,GJ3358,TIC310872966,-,-,-,K1V,PM*,84.5494,51.4457,0.342,0.695,0.755,5080.0,4.579,-0.45,12.35,0.03,0.01,0.018,38.0,0.02,0.03,2.1,0.03,0.01,0.018,61.0,0.01,0.03,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,106,273,0.125,0.1712,,-4.973,,42.9
59,HD38007,Gaia DR3 215521394490842624,HD38007,HIP27165,-,TIC311386419,-,-,-,G0,PM*,86.3745,52.1612,3.488,1.005,1.882,5750.0,3.89,-0.32,8.05,0.276,0.03,0.041,49.0,0.02,0.04,0.5,0.276,0.02,0.041,54.0,0.01,0.04,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,373,813,0.0681,0.0883,,,,
60,HD37693,Gaia DR3 215599288018509824,HD37693,HIP26974,-,TIC311223680,-,-,-,G0,PM*,85.8619,52.4888,1.134,0.925,1.037,5850.0,4.361,-0.14,8.05,0.088,0.04,0.021,42.0,0.02,0.04,1.8,0.088,0.03,0.021,68.0,0.03,0.04,1.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,271,617,0.0789,0.1037,,-4.901,,17.1
61,HD22692A,Gaia DR3 218231518853187712,HD22692A,-,-,-,-,-,"J03401+3407Aa,Ab",-,**,55.03,34.1165,2.225,1.075,1.266,6266.0,4.262,-0.18,4.45,0.086,0.02,0.01,42.0,0.003,0.03,0.2,0.086,0.01,0.01,30.0,0.003,0.02,0.4,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,GaiaDR3_gspspec,GaiaDR3_gspphot,GaiaDR3_gspspec,BRILLIANT_ISO_v005_logginput,487,991,0.061,0.0772,,,,
62,HD22692B,Gaia DR3 218231518853187840,HD22692B,-,-,-,-,-,J03401+3407B,-,PM*,55.0306,34.1167,2.08,1.025,1.235,6237.0,4.266,-0.25,5.25,0.06,0.01,0.01,27.0,0.002,0.01,0.2,0.06,0.01,0.01,12.0,0.002,0.01,0.4,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,GaiaDR3_gspspec,GaiaDR3_gspphot,GaiaDR3_gspspec,BRILLIANT_ISO_v005_logginput,405,864,0.0659,0.0848,,,,
63,HD21847,Gaia DR3 221991882981235072,HD21847,HIP16517,-,TIC90665203,-,-,J03327+3540AB,F8,**,53.1663,35.6593,2.654,1.315,1.305,6450.0,4.316,0.23,0.72,0.213,0.03,0.025,83.0,0.01,0.03,0.4,0.213,0.03,0.025,54.0,0.02,0.03,0.52,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,876,1633,0.0452,0.0556,14.6,-4.66,,3.2
64,HD23596,Gaia DR3 224870885460646016,HD23596,HIP17747,-,TIC201266092,-,-,J03480+4032A,F8,PM*,57.0016,40.5306,2.807,1.275,1.495,6110.0,4.186,0.28,3.25,0.223,0.02,0.028,65.0,0.01,0.01,0.3,0.223,0.02,0.028,62.0,0.02,0.01,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,809,1523,0.0472,0.0582,5.7,-4.948,,11.6
65,50Per,Gaia DR3 225668203191521280,HD25998,HIP19335,GJ161.1+GJ9145,TIC353257675,-,50Per,J04076+3804E,F8V,RS*,62.1526,38.0397,2.37,1.255,1.26,6381.0,4.61,0.19,0.92,0.411,0.04,0.07,74.0,0.14,0.08,0.62,0.411,0.05,0.09,74.0,0.14,0.08,0.92,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,776,1469,0.0482,0.0597,,-4.433,,1.8
66,HD25893A,Gaia DR3 225709641034907264,HD25893A,-,GJ160.1A,TIC664915372,-,-,J04076+3804A,-,PM*,61.8932,38.0745,0.313,0.775,0.746,5000.0,4.5,-0.06,7.95,0.029,0.02,0.02,50.0,0.1,0.05,5.0,0.029,0.02,0.02,50.0,0.1,0.05,4.0,,BRILLIANT_ISO_v005_logginput,BRILLIANT_ISO_v005_logginput,S2022,S2022,S2022,BRILLIANT_ISO_v005_logginput,153,361,0.106,0.141,5.0,,,
67,HD25444A,Gaia DR3 226778843075710976,HD25444A,-,-,-,-,-,J04041+3931A,-,PM*,61.0296,39.5097,1.325,0.945,1.34,5350.0,4.106,0.09,13.65,0.126,0.01,0.04,48.0,0.02,0.01,0.3,0.126,0.0,0.04,48.0,0.03,0.01,0.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,295,665,0.0758,0.0995,,,,
68,HD27495,Gaia DR3 227589290522957440,HD27495,HIP20395,-,TIC288415285,-,-,J04220+3956A,F8,PM*,65.501,39.934,3.784,1.265,1.776,6040.0,4.031,0.11,4.15,0.311,0.08,0.035,67.0,0.03,0.04,0.6,0.311,0.04,0.035,63.0,0.02,0.04,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,793,1496,0.0477,0.0589,,-5.122,,16.5
69,HD20427,Gaia DR3 235526768040172672,HD20427,-,-,TIC178103825,-,-,-,F5,PM*,49.6332,38.4587,3.61,0.995,1.615,6260.0,4.012,-0.52,6.75,0.27,0.03,0.028,65.0,0.02,0.07,0.6,0.27,0.03,0.028,60.0,0.02,0.07,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,,,,
70,HD22521,Gaia DR3 237507744398899200,HD22521,HIP17022,-,TIC65577318,-,-,J03390+4232AB,G0,SB*,54.7383,42.5383,3.508,1.075,1.793,5900.0,3.956,-0.14,6.95,0.247,0.05,0.031,41.0,0.02,0.12,0.7,0.247,0.05,0.031,64.0,0.02,0.12,0.7,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,487,991,0.061,0.0772,,,,
71,HD19769,Gaia DR3 240817446194974848,HD19769,HIP14922,-,TIC192693816,-,-,-,G0,PM*,48.1267,43.8606,1.467,1.095,1.088,6090.0,4.396,0.03,2.05,0.112,0.03,0.02,69.0,0.02,0.04,1.08,0.112,0.04,0.02,53.0,0.02,0.04,1.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,518,1043,0.0592,0.0748,,-5.052,,13.8
72,HD23050,Gaia DR3 243285849800883456,HD23050,HIP17409,-,TIC431871650,-,-,J03438+4236A,G0VgG1mF9,PM*,55.9487,42.6034,1.805,0.855,1.294,5880.0,4.146,-0.4,12.45,0.136,0.01,0.025,42.0,0.02,0.04,0.9,0.136,0.02,0.025,67.0,0.02,0.04,0.8,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,206,485,0.0901,0.1197,,-5.0,,18.7
73,HD23140,Gaia DR3 244808226728958848,HD23140,HIP17491,GJ150.2+GJ9123,TIC431898298,-,-,J03448+4602AB,K0V,SB*,56.2035,46.0358,0.52,0.855,0.969,4980.0,4.466,-0.05,13.35,0.036,0.01,0.018,25.0,0.01,0.14,0.7,0.036,0.01,0.018,52.0,0.01,0.14,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,206,485,0.0901,0.1197,,-4.684,,27.0
74,HD24421,Gaia DR3 251738448519542144,HD24421,HIP18366,-,TIC403085679,-,-,J03556+5214A,F8VmF1,PM*,58.9045,52.2268,2.452,0.975,1.361,6190.0,4.156,-0.37,7.35,0.209,0.03,0.028,70.0,0.02,0.03,0.9,0.209,0.03,0.028,66.0,0.02,0.03,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,330,738,0.0717,0.0938,,-5.04,,11.2
75,HD30649,Gaia DR3 254503754623418240,HD30649,HIP22596,GJ9168,TIC21240825,-,-,J04517+4550A,F9VgG1mF7,PM*,72.9316,45.8341,1.366,0.825,1.142,5840.0,4.235,-0.46,13.35,0.095,0.01,0.02,45.0,0.01,0.02,0.7,0.095,0.01,0.02,58.0,0.02,0.02,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,183,432,0.0958,0.1275,,-4.893,,17.1
76,HD28005,Gaia DR3 257134507991047936,HD28005,HIP20800,-,TIC27936849,-,-,-,G0,PM*,66.8529,46.8532,1.472,1.212,1.219,5757.0,4.35,0.31,1.89,0.198,0.035,0.012,165.0,0.02,0.06,1.05,0.198,0.034,0.012,165.0,0.02,0.06,1.04,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,694,1334,0.0512,0.0636,4.5,-4.973,13.8,21.8
77,HD33580,Gaia DR3 262575540063728384,HD33580,HIP24397,-,TIC446109560,-,-,J05140+5126AB,F8,**,78.5072,51.4307,3.579,1.065,1.854,5830.0,3.928,-0.15,7.05,0.264,0.02,0.032,56.0,0.01,0.01,0.4,0.264,0.02,0.032,58.0,0.01,0.0,0.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,471,966,0.0619,0.0786,,-4.711,,12.5
78,HD37394,Gaia DR3 263916708025623680,HD37394,HIP26779,GJ211,TIC311063391,-,-,J05413+5329A,K0V,BY*,85.3347,53.4811,0.471,0.887,0.816,5294.0,4.563,0.17,2.43,0.046,0.031,0.008,105.0,0.022,0.15,1.74,0.046,0.023,0.008,105.0,0.013,0.15,3.16,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,233,538,0.085,0.1124,2.7,-4.513,,13.6
79,18Cam,Gaia DR3 269413338450710016,HD36066,HIP25973,-,TIC321436233,-,18Cam,-,F8V,PM*,83.1408,57.2211,4.161,1.175,1.9,5980.0,3.949,-0.02,5.35,0.32,0.03,0.035,51.0,0.02,0.02,0.4,0.32,0.02,0.035,68.0,0.01,0.02,0.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,645,1254,0.0531,0.0663,,-4.8,,11.6
80,HD34575,Gaia DR3 281179246740400384,HD34575,HIP25094,-,TIC320790248,-,-,-,K0,PM*,80.5824,59.2779,1.162,1.097,1.151,5585.0,4.356,0.3,4.62,0.107,0.027,0.01,105.0,0.018,0.04,1.28,0.107,0.028,0.01,105.0,0.017,0.04,1.38,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,518,1043,0.0592,0.0748,1.4,-5.012,,29.0
81,HD8274,Gaia DR3 289697747434140544,HD8274,-,-,TIC411630403,-,-,J01224+2205A,F8,*,20.603,22.0866,3.0,1.205,1.546,6110.0,4.12,0.05,4.35,0.24,0.07,0.029,70.0,0.02,0.01,0.5,0.24,0.02,0.029,60.0,0.03,0.0,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,,,,
82,HD9091,Gaia DR3 290368930563348480,HD9091,HIP6975,-,TIC381319184,-,-,-,F8,PM*,22.4527,23.6904,1.676,0.895,1.202,5990.0,4.226,-0.35,10.35,0.131,0.03,0.022,62.0,0.02,0.03,1.3,0.131,0.02,0.022,59.0,0.02,0.03,1.2,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,242,556,0.0835,0.1102,,-4.913,,13.7
83,HD9472,Gaia DR3 291701396922348672,HD9472,HIP7244,-,TIC18251910,-,-,-,G0,*,23.3293,23.9756,0.832,0.995,0.91,5780.0,4.51,0.0,1.35,0.064,0.03,0.017,62.0,0.02,0.03,0.86,0.064,0.01,0.017,48.0,0.01,0.03,1.5,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,3.3,-4.34,,2.7
84,HD8574,Gaia DR3 297045096447719040,HD8574,HIP6643,-,TIC18121498,-,-,-,F8,PM*,21.3021,28.5667,2.361,1.115,1.389,6070.0,4.189,0.01,5.35,0.178,0.05,0.025,46.0,0.02,0.02,0.7,0.178,0.02,0.025,72.0,0.02,0.02,1.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,549,1096,0.0575,0.0724,2.4,-4.972,,12.9
85,HD9224,Gaia DR3 297159754894750848,HD9224,HIP7090,-,TIC18224448,-,-,-,G0V,PM*,22.8314,29.4131,1.906,0.995,1.344,5850.0,4.176,0.0,9.15,0.136,0.02,0.024,47.0,0.02,0.04,1.0,0.136,0.03,0.024,59.0,0.02,0.04,0.9,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,1.5,-4.639,,10.2
86,HD12051,Gaia DR3 304991163902854784,HD12051,HIP9269,GJ82.1,TIC284013790,-,-,J01591+3313A,G9V,PM*,29.7776,33.2097,0.779,0.915,1.005,5410.0,4.396,0.23,11.65,0.058,0.02,0.02,46.0,0.02,0.02,2.0,0.058,0.02,0.02,49.0,0.02,0.02,1.4,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,260,593,0.0805,0.106,1.3,-5.05,,37.0
87,HD11007,Gaia DR3 305334280250112896,HD11007,HIP8433,GJ3115,TIC20931913,-,-,-,F8V,PM*,27.1732,32.6902,3.121,1.068,1.654,5965.0,4.029,-0.23,6.89,0.272,0.033,0.016,101.0,0.021,0.04,0.82,0.272,0.034,0.017,101.0,0.021,0.04,0.84,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,471,966,0.0619,0.0786,,-4.96,,15.4
88,HD7228,Gaia DR3 314005922300046848,HD7228,HIP5682,-,TIC431365980,-,-,-,F5,PM*,18.2596,33.1549,3.728,1.195,1.647,6250.0,4.071,-0.12,4.15,0.313,0.07,0.032,79.0,0.02,0.03,0.6,0.313,0.04,0.032,60.0,0.02,0.03,1.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,678,1307,0.0518,0.0645,,-4.963,,9.0
89,HD5750,Gaia DR3 314424045956125440,HD5750,-,-,TIC301941897,-,-,-,F5,PM*,14.8993,32.4921,2.241,0.995,1.249,6320.0,4.23,-0.41,5.85,0.18,0.04,0.024,40.0,0.02,0.06,1.0,0.18,0.03,0.024,91.0,0.03,0.06,1.0,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,357,788,0.0693,0.0902,,,,
90,HD8909,Gaia DR3 315328531708809856,HD8909,HIP6862,-,TIC44629425,-,-,-,F5,PM*,22.0798,30.5577,3.275,1.205,1.481,6380.0,4.171,-0.09,3.35,0.256,0.02,0.027,71.0,0.01,0.01,0.3,0.256,0.02,0.027,61.0,0.02,0.0,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,694,1334,0.0512,0.0636,,,,
91,HD8745,Gaia DR3 322414398818886656,HD8745,HIP6752,-,TIC189358516,-,-,J01269+3730A,F8,PM*,21.7242,37.4922,2.379,1.215,1.27,6360.0,4.315,0.08,1.75,0.183,0.02,0.023,76.0,0.02,0.04,0.6,0.183,0.04,0.023,53.0,0.02,0.04,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,F2025,BRILLIANT_ISO_v005_Rinput,710,1361,0.0506,0.0628,,-5.093,,8.4
92,HD14348,Gaia DR3 324445853925182720,HD14348,HIP10868,-,TIC285175395,-,-,-,F5,PM*,34.9705,31.3375,4.052,1.345,1.779,6140.0,4.046,0.19,3.25,0.328,0.06,0.033,68.0,0.03,0.05,0.3,0.328,0.02,0.033,66.0,0.02,0.05,0.6,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,927,1715,0.0438,0.0537,,-4.859,,9.6
93,HD13974,Gaia DR3 326173044957518080,HD13974,HIP10644,GJ92,TIC63782132,-,8Tri+delTri,J02171+3413A,G0.5VFe-0.5,SB*,34.2635,34.2242,1.321,0.9,1.181,5693.0,4.25,-0.42,11.52,0.295,0.03,0.083,112.0,0.06,0.15,2.05,0.295,0.042,0.088,112.0,0.061,0.15,1.36,,FRECKELTON_ISO_v003,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,F2025,FRECKELTON_ISO_v003,242,556,0.0835,0.1102,5.1,-4.649,,13.2
94,HD13531A,Gaia DR3 333053037107550080,HD13531A,HIP10339,-,TIC184737443,-,-,J02132+4030A,G7V,BY*,33.3056,40.5076,0.685,0.945,0.876,5610.0,4.516,0.01,2.35,0.053,0.03,0.017,56.0,0.02,0.04,1.48,0.053,0.02,0.017,51.0,0.02,0.04,2.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,295,665,0.0758,0.0995,5.8,-4.384,,5.0
95,HD13507,Gaia DR3 333106054183616000,HD13507,HIP10321,-,TIC184735829,-,-,-,G5V,BY*,33.2291,40.6684,0.809,0.965,0.919,5710.0,4.489,-0.02,3.15,0.063,0.04,0.018,69.0,0.03,0.02,1.7,0.063,0.02,0.018,42.0,0.02,0.02,2.1,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,318,714,0.0731,0.0956,,-4.442,,6.3
96,HD17922,Gaia DR3 336538454607430016,HD17922,HIP13528,-,TIC259386353,-,-,-,F5,SB*,43.5588,42.5888,1.295,1.105,0.993,6180.0,4.456,0.07,0.47,0.127,0.02,0.025,53.0,0.02,0.01,0.28,0.127,0.02,0.025,98.0,0.01,0.01,0.58,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,GaiaDR3_gspspec,BRILLIANT_ISO_v005_Rinput,534,1069,0.0584,0.0736,,,,
97,HD16175,Gaia DR3 340028235795364864,HD16175,HIP12191,-,TIC422922274,-,-,-,G2,PM*,39.258,42.0626,3.686,1.345,1.759,6030.0,4.066,0.3,3.45,0.291,0.02,0.033,62.0,0.03,0.02,0.3,0.291,0.02,0.033,62.0,0.02,0.02,0.3,,BRILLIANT_ISO_v005_Rinput,SED_v002,SED_v002,BRILLIANT_ISO_v005_Rinput,S2022,BRILLIANT_ISO_v005_Rinput,927,1715,0.0438,0.0537,,-4.933,,13.2
